lat,lon,Solar_farm_present,State,panel.area,power,panels,landscape.area,water,urban,Address,slope,land_cover,elevation,solrad_annual,ac_monthly,poa_monthly,solrad_monthly,dc_monthly,ac_annual,demand_5km_MWh,demand_10km_MWh,demand_20km_MWh,demand_50km_MWh
36.23340464642063,-120.39463325134288,,CA,,,,,,,,5.0,1.0,405.0,6.20807432113608,"[107826.8841389413, 117835.4835443322, 150779.5356773156, 150994.0428254934, 161216.5912467297, 152020.392307745, 157697.7390616051, 164252.7164779064, 163416.4124838389, 159386.6213035189, 126528.1090521084, 106565.0710977019]","[134.2145623928707, 146.7047506839455, 194.2054286437155, 197.479689535644, 217.0633557050116, 208.3493322539203, 219.3905885775463, 229.3262714482247, 222.7968198524521, 208.6644148002059, 158.2003175583862, 131.0622112259776]","[4.329502012673248, 5.239455381569484, 6.264691246571469, 6.582656317854799, 7.002043732419729, 6.944977741797343, 7.077115760566008, 7.397621659620151, 7.426560661748403, 6.731110154845353, 5.273343918612873, 4.227813265354116]","[113049.8546775882, 123443.8965905212, 157926.6756270552, 158135.7354286585, 168922.3685372388, 159330.8127660983, 165274.2489711924, 171979.6261861998, 170898.9233407079, 166821.7171617322, 132421.0644993946, 111744.0491099724]",1718519.599217233,0.0,0.0,0.0,0.0
36.018309387837654,-117.41762038178598,,CA,,,,,,,,8.0,1.0,1456.0,6.769246015128918,"[143265.6815014342, 144067.4157777788, 172399.7447416826, 165805.1781952257, 169366.4675212896, 161687.2643324722, 160436.2440614772, 168599.674955885, 171320.1298318323, 173293.2640476779, 145274.3102379656, 135902.6851711551]","[174.8192863243879, 177.9106436720443, 219.3678476580774, 214.3531528206149, 223.2875896240457, 219.6255803140158, 219.816558301498, 227.5774393007234, 227.9459363033959, 222.8646672412126, 179.937949766352, 163.528924315629]","[5.639331816915738, 6.353951559715869, 7.076382182518624, 7.145105094020496, 7.20282547174341, 7.32085267713386, 7.090856719403161, 7.341207719378175, 7.598197876779862, 7.189182814232665, 5.997931658878399, 5.275126590826743]","[150419.6164559101, 152195.5167426708, 181254.0148706746, 173766.2686105123, 177344.7446533021, 169352.8037792352, 168113.3547779052, 176500.9677904987, 179166.3377995859, 181499.8312728455, 152049.7650297105, 142504.640776741]",1911418.060375874,0.0,0.0,0.0,0.0
41.43479908124528,-122.12043781340483,,CA,,,,,,,,8.0,1.0,2080.0,5.773527739170741,"[98377.12062901015, 104487.1083034643, 127479.7862690426, 146300.1319539847, 162110.7727570084, 159875.8207497442, 153216.267841503, 162373.369567189, 154214.504568013, 138758.9012320471, 113176.1470561778, 91054.94532497095]","[118.5473501891584, 129.7381017497948, 161.1092210724371, 188.6162533069262, 215.7529076117516, 217.6630785802894, 213.426509644564, 226.0691693584216, 210.4148646667531, 179.2339154113794, 139.3077297993369, 108.7726424671625]","[3.824108070618014, 4.633503633921244, 5.197071647497971, 6.287208443564205, 6.959771213282308, 7.255435952676313, 6.884726117566579, 7.292553850271666, 7.013828822225102, 5.781739206818689, 4.643590993311229, 3.508794918295563]","[103250.7775178382, 109946.2349538664, 134729.1796939201, 153628.7629951111, 170054.8682150959, 167558.203312997, 160682.4888727715, 170064.1135471529, 161363.5339297114, 145228.8873513977, 118565.516161146, 95494.08440048569]",1611424.876252155,0.0,0.0,0.0,0.0
35.50990241300517,-120.07104489595623,,CA,,,,,,,,11.0,1.0,658.0,6.350497184195652,"[120051.9108169851, 116409.2543275221, 160999.4581106846, 155676.2418484052, 165149.671694904, 157099.341474254, 157124.6821880554, 165543.8145593214, 166699.0499530153, 156498.2699304964, 130380.2575585933, 117186.0424011375]","[149.2941382036431, 146.4670954884058, 204.6657267984423, 203.2664759812032, 216.3503384048884, 213.8119378146228, 217.2997469339498, 229.6527133004826, 225.8749723633956, 202.655678856547, 165.2155811573849, 145.1986785525536]","[4.815939942053003, 5.230967696014491, 6.602120219304589, 6.77554919937344, 6.97904317435124, 7.127064593820759, 7.009669255933864, 7.408152041951052, 7.529165745446519, 6.537279963114418, 5.507186038579496, 4.683828340404954]","[125736.2958098383, 121960.5282817492, 168712.2347706411, 162974.1965627166, 172990.9029749699, 164596.3405162052, 164677.6151310524, 173314.0444497012, 174303.8567986588, 163719.6445211039, 136408.9084670777, 122783.4224067943]",1768817.994863376,0.0,0.0,0.0,0.0
40.43753924599695,-120.43777836539442,,CA,,,,,,,,3.0,1.0,1269.0,5.961574617676772,"[103648.1143522027, 109786.1928048163, 149510.323580013, 151204.1773107843, 151883.2269852599, 149456.8547381196, 159394.3674454138, 169473.8937637355, 163426.2218170424, 145388.5019174101, 113961.3600396034, 94892.89315832073]","[125.5808400847505, 134.6891179037887, 190.4873768276451, 195.8448423484157, 201.300608959889, 205.9561461322374, 225.4220016839876, 235.7986239061491, 222.3931499196938, 187.4057338828096, 140.5554703124577, 112.3492152719112]","[4.050994841443566, 4.810325639421026, 6.144754091214359, 6.528161411613858, 6.493568030964161, 6.865204871074582, 7.27167747367702, 7.606407222779004, 7.413104997323128, 6.045346254284181, 4.685182343748592, 3.624168234577782]","[108710.1288865225, 115977.0702780845, 157867.2991303602, 158454.5063792161, 159238.5326592246, 156668.2489281361, 167030.699388456, 177429.5894004089, 170905.348668106, 152162.2863948857, 119332.0131154935, 99483.76655323197]",1662026.127912719,0.0,0.0,0.0,0.0
40.32021455949714,-123.0049126514616,,CA,,,,,,,,18.0,1.0,1076.0,5.649963475178804,"[92219.4739955825, 88222.77504023086, 132045.9809027671, 144082.6960980332, 143717.3735493347, 144821.5288357315, 152867.4610683085, 153553.7102873498, 143556.8791748418, 130050.276270187, 101777.532362613, 85956.2253329943]","[114.6705991146079, 113.1552862193225, 174.0355246979582, 193.7482603793169, 197.4109176601682, 205.6344895238477, 223.8401909350171, 223.7263187877321, 203.1356417227549, 177.2760559590263, 130.4600231362009, 108.1367101388025]","[3.699051584342191, 4.041260222118661, 5.614049183805104, 6.458275345977229, 6.368094118069942, 6.854482984128257, 7.220651320484424, 7.216978025410715, 6.771188057425162, 5.718582450291171, 4.348667437873364, 3.488280972219435]","[96741.41589996932, 92660.16117970576, 138355.7780096561, 150973.7070413595, 150777.075268819, 151989.955467224, 160321.856327484, 160929.4881409818, 150313.4387712054, 136182.7554878599, 106735.2057962727, 90251.57932420669]",1512871.912917978,0.0,0.0,0.0,0.0
32.67455582259324,-116.51157298670346,,CA,,,,,,,,5.0,1.0,979.0,6.344809673634717,"[137397.4686678276, 122923.9171742555, 153653.0905205044, 156828.7775278612, 153549.9380650618, 149785.1739794732, 144684.2306248646, 160641.8471792629, 155748.4337549374, 157017.0191570345, 138390.3712658941, 129736.9130724859]","[172.3895586987321, 155.6021524281669, 199.7237684276365, 203.3849975930899, 203.6123425308213, 203.6026271475472, 199.2438197783759, 223.2042660678388, 211.8892707012698, 207.2669150447325, 177.4778890385527, 159.654772463937]","[5.560953506410713, 5.55721972957739, 6.442702207343111, 6.779499919769663, 6.568140081639398, 6.786754238251572, 6.427219992850835, 7.200137615091575, 7.062975690042327, 6.686029517572015, 5.915929634618422, 5.150153950449582]","[143861.2671256371, 128702.7566419572, 160846.965903897, 164188.1796517644, 160905.7673556774, 157013.4822023918, 151782.6806263563, 168223.7816966246, 162926.7329130791, 164181.5132795858, 144862.7862084059, 135815.1270370734]",1760357.180989466,0.0,0.0,0.0,0.0
35.70544355717151,-116.92145157019316,,CA,,,,,,,,3.0,1.0,892.0,6.581086898657481,"[133104.8531626095, 135310.3319600513, 165237.37318837, 164456.001487255, 162286.1539796203, 153902.2636464894, 153969.273105856, 159496.5401043154, 163035.7139697806, 170137.6931079617, 139910.9337108516, 138086.2838324756]","[161.1376760748434, 169.5627996186446, 213.0896123228835, 215.0123863274539, 217.3400112789206, 210.6893606851185, 214.6428938086141, 220.8780942182897, 221.3871811780993, 218.6570250131113, 173.7391770372454, 166.4997290801447]","[5.1979895508014, 6.055814272094449, 6.873858462028498, 7.167079544248462, 7.010968105771632, 7.02297868950395, 6.923964316406907, 7.125099813493216, 7.379572705936644, 7.053452419777784, 5.791305901241515, 5.370959002585312]","[139437.296597121, 142238.2767102401, 173187.0415180556, 172059.3995839604, 169998.919572971, 161281.8159030524, 161404.7061662484, 167063.2218642833, 170491.9121129365, 178005.9508643501, 146301.6650662293, 144474.7182518577]",1838933.415255632,0.0,0.0,0.0,0.0
40.55486393249674,-120.3730606943171,,CA,,,,,,,,5.0,1.0,1410.0,5.881313118337523,"[103190.9698334097, 108736.1366522379, 144696.5734731313, 151688.739263188, 154015.8885642591, 147191.3712641053, 159942.369238954, 163742.6052627247, 163119.2693133559, 143519.3295643074, 108670.3990950554, 96512.73165549462]","[124.1129470991528, 133.3183025184262, 182.2516311559967, 194.8329322599174, 203.5174372266736, 202.5064012545379, 225.2662045580201, 229.990123695171, 219.6386069759106, 184.4850120298312, 132.7438054018113, 115.9102471417773]","[4.003643454811381, 4.761367947086648, 5.879084875999894, 6.494431075330579, 6.565078620215276, 6.750213375151263, 7.266651759936132, 7.419036248231322, 7.321286899197019, 5.951129420317137, 4.424793513393711, 3.739040230379913]","[108257.5035079892, 114981.3629624775, 151803.6447839402, 159085.0436697738, 161456.5672938649, 154324.394415073, 167600.4735201948, 171524.0669517097, 170590.8644177616, 150325.0045285033, 113855.171053181, 101201.4910856559]",1645026.38318022,0.0,0.0,0.0,0.0
35.392577726505365,-117.6549185090695,,CA,,,,,,,,4.0,1.0,963.0,6.689478052418051,"[139963.3005870975, 140494.1979185602, 159431.2679825664, 169707.1620395391, 165686.3071612708, 157159.7023113266, 157064.2304670071, 164225.8677610724, 166117.8247132298, 171616.5174032809, 143837.3435629607, 137405.7174402499]","[172.2715606333643, 175.3248512270296, 203.080041032017, 220.993486897, 220.3342682054127, 215.1995098148442, 218.1128569122203, 226.1770094020887, 224.2198335196947, 220.4119018969197, 179.3210676971793, 166.2635128421771]","[5.557147117205301, 6.261601829536771, 6.550969065548937, 7.366449563233333, 7.10755703888428, 7.17331699382814, 7.035898610071624, 7.296032561357698, 7.473994450656491, 7.110061351513539, 5.977368923239311, 5.363339123941195]","[146670.7873029707, 147835.7199020635, 168045.9607859809, 177533.4566073381, 173535.0814483536, 164658.9187488681, 164617.4680160329, 171967.2950389378, 173686.3920918602, 179657.638513703, 150456.294330916, 143880.680599068]",1872709.439348161,0.0,0.0,0.0,0.0
34.3757637768404,-115.86439627593022,,CA,,,,,,,,4.0,1.0,538.0,6.631700656620833,"[143426.9425322657, 142196.4133811192, 167940.0831845921, 162118.8290710867, 162069.659954489, 151035.4501961894, 144450.1888497788, 151543.0336188598, 160431.8551231487, 171927.2556777539, 143672.3961264526, 133956.0741670147]","[176.7869465558697, 178.6379311465436, 219.8011953013982, 213.5313779745172, 220.530191689646, 209.5815862206308, 201.7627699193297, 211.703371572802, 218.5736599720339, 222.8420328445173, 183.552035213548, 163.0418122022927]","[5.702804727608702, 6.379926112376556, 7.090361138754781, 7.117712599150574, 7.113877151278904, 6.986052874021027, 6.508476449010636, 6.829141018477484, 7.285788665734464, 7.188452672403782, 6.118401173784934, 5.259413296848153]","[150559.770686032, 148776.1579242422, 175788.026165137, 169647.9623895491, 169740.6085664328, 158309.6881494466, 151538.1895571791, 158786.6079875376, 167866.9594345907, 179794.0459461175, 150229.4070358961, 140082.1818906174]",1834768.18188275,0.0,0.0,0.0,0.0
33.319841598342165,-116.3821376445488,,CA,,,,,,,,1.0,1.0,229.0,6.682106617756019,"[146103.9928179757, 139704.8900087719, 168563.0572149035, 160369.5949978392, 157711.3775509716, 147243.5678569606, 143917.8383209565, 153925.5354238538, 157947.2355894216, 163261.9208559117, 145685.589219612, 139658.8512196523]","[184.874981690035, 180.0574406238747, 222.9324594775753, 211.9892244804854, 214.1345378438077, 204.6438719684973, 202.2941328938979, 217.9353828362861, 217.6026507757617, 219.029246657221, 187.7259082936499, 175.8332337752612]","[5.963709086775321, 6.430622879424095, 7.191369660566947, 7.066307482682848, 6.907565736897023, 6.821462398949911, 6.52561719012574, 7.030173639880197, 7.25342169252539, 7.065459569587773, 6.257530276454998, 5.672039799201975]","[152749.6047358372, 146238.0763792614, 176335.8455067411, 167815.7990846733, 165219.4674159034, 154378.5084845647, 150983.406312288, 161264.0706767087, 165276.4824763699, 170655.6722700453, 152308.1265228915, 146056.1559159555]",1824093.451076827,0.0,0.0,0.0,0.0
36.82002807891965,-119.05713471574484,,CA,,,,,,,,25.0,,796.0,5.779211686971121,"[101601.2112955135, 107504.5786314512, 132792.0127660153, 134931.5374550601, 141832.5822903785, 150457.5760699248, 152406.7014675681, 159462.2702365377, 148523.8180665057, 142607.5156870689, 107407.0805827644, 107282.5281006502]","[127.9230245355403, 134.8502893853255, 170.8983918761235, 177.7460312742254, 189.9480931587707, 208.1408325695171, 213.4953445120638, 222.8081791082135, 203.9435324433167, 189.1592673537696, 137.9087859258381, 134.3387573788388]","[4.126549178565814, 4.816081763761626, 5.512851350842694, 5.924867709140845, 6.127357843831312, 6.938027752317238, 6.886946597163347, 7.187360616393983, 6.798117748110555, 6.101911850121602, 4.596959530861269, 4.333508302543187]","[106604.7905210609, 112633.8096438302, 139285.047424288, 141427.1097415386, 148821.5803552692, 157710.585431904, 159786.2452017854, 167025.5272085237, 155455.5993558248, 149239.3402980027, 112558.6433544315, 112424.4653261814]",1586809.412649442,0.0,0.0,0.0,0.0
41.00460856407933,-123.3285010068482,,CA,,,,,,,,16.0,1.0,1028.0,5.449932120769964,"[84791.12250759163, 96149.13703001707, 116297.9676187854, 140771.1094054772, 143067.8906116665, 140728.7424661277, 153607.2197661116, 155645.3234395105, 137927.317431216, 127443.2151043543, 88306.28486463844, 74814.88193673236]","[106.6997539684472, 123.3158524187226, 151.6967929323222, 190.4702845349321, 195.2604220153138, 200.3220641241344, 221.6748724974257, 226.7071228863706, 195.0026791511615, 173.6292055594217, 112.4605485977794, 93.64755160097978]","[3.441927547369263, 4.404137586382951, 4.893444933300715, 6.349009484497738, 6.298723290816575, 6.677402137471145, 7.150802338626635, 7.313132996334534, 6.500089305038715, 5.600942114820054, 3.748684953259312, 3.020888761321928]","[89026.16525336988, 100880.4728822192, 122016.8065580592, 147537.0258216219, 150089.5460714515, 147733.42340523, 161100.2215209576, 163056.3120198328, 144487.148795853, 133477.7807944027, 92740.30554606183, 78683.43165135548]",1459550.212182229,0.0,0.0,0.0,0.0
35.72499767158815,-117.71963618014682,,CA,,,,,,,,1.0,1.0,668.0,6.734363555134628,"[141979.507830721, 140633.2121163123, 169325.9100621169, 167522.3422513553, 166925.6561939995, 155782.7818289449, 157368.461071711, 164000.0659475148, 165453.4352717987, 167577.5881109763, 140247.8926490794, 132614.0429456378]","[175.9074679745045, 175.5452412760064, 218.8893169321008, 220.1071994490475, 223.5644856750595, 214.6848371678396, 219.548778021493, 226.9573807966831, 224.4320304832473, 219.6476127374709, 176.0634182777038, 163.1841388315207]","[5.674434450790468, 6.269472902714513, 7.060945707487122, 7.336906648301584, 7.211757602421275, 7.156161238927988, 7.082218645854613, 7.321205832151068, 7.481067682774911, 7.085406862499062, 5.868780609256794, 5.264004478436151]","[148846.9736984937, 147546.1107113631, 177397.7579675028, 175488.0144277648, 174828.1498276952, 163231.4161746191, 164932.874734821, 171732.8640199188, 172995.2416554966, 175170.9990673441, 146727.183139559, 138840.4206261695]",1869430.896280168,0.0,0.0,0.0,0.0
34.72773783633981,-117.89221663635304,,CA,,,,,,,,0.0,1.0,739.0,6.75058376739791,"[140986.1117677239, 140178.5333703337, 177259.1376208203, 164426.0181690841, 163722.4399792108, 155841.7796015806, 156016.9189925467, 161018.3431611808, 162167.9782366877, 169514.4544969871, 150082.785032434, 137021.0335557881]","[174.11558197527, 175.5477253924464, 228.8609825941768, 216.2899396034379, 219.4207913189024, 211.702552893106, 217.5533180060846, 223.6530927060002, 221.2641474069616, 219.5144972154095, 189.1614091488978, 167.3771700461062]","[5.616631676621612, 6.269561621158799, 7.38261234174764, 7.209664653447929, 7.078090042545239, 7.056751763103533, 7.017848967938212, 7.214615893741942, 7.375471580232053, 7.081112813400305, 6.305380304963261, 5.399263549874395]","[147652.5393764503, 147016.137346129, 185781.7433438924, 172137.0974537695, 171503.8346268072, 163290.7570782626, 163531.6828563505, 168633.0720088281, 169596.4086958646, 177258.8671181203, 157046.8762792773, 143495.8997386792]",1878235.533984379,0.0,0.0,0.0,0.0
33.632707429008306,-117.46076549583752,,CA,,,,,,,,16.0,1.0,910.0,6.321305390307124,"[137519.5092203582, 125060.4590190251, 160135.0213113424, 151282.4050628655, 144962.654458232, 154934.9575510207, 155107.8919159526, 169174.3025721563, 169154.1604351323, 158704.1460951638, 142261.1531774333, 127184.4652833408]","[171.8110945842986, 157.3094041337942, 204.748039716212, 194.5672923885132, 187.4293341250442, 201.9235731189478, 204.6062573090884, 222.8210956514983, 221.9178416992116, 205.4921110929162, 179.2497189270468, 156.2066492288864]","[5.54229337368705, 5.618193004778364, 6.604775474716518, 6.485576412950439, 6.046107552420779, 6.730785770631595, 6.600201848680269, 7.18777727908059, 7.39726138997372, 6.628777777190844, 5.97499063090156, 5.038924168673756]","[143891.998429755, 131049.1168120619, 167933.4337102376, 158384.9117344532, 152036.640905185, 162352.4465066291, 162586.1947578916, 177066.661194101, 176835.123788157, 165936.3310312715, 148798.9285553937, 133130.2499737989]",1795481.126102019,0.0,0.0,0.0,4725515.0
33.82824857317465,-117.11560458342514,,CA,,,,,,,,1.0,1.0,458.0,6.215825505974006,"[134062.9157195483, 126482.8046533028, 149420.8187590026, 143259.6641960041, 141755.3378179346, 145652.3972493489, 147122.0934933976, 154283.4783561677, 157612.9604444833, 152546.5670347696, 139161.3553794698, 124714.9007013295]","[169.304705256103, 160.3522675861086, 195.609254676655, 189.103260296997, 190.33073720454, 199.1055381691361, 202.510160917314, 213.9358760075174, 214.9168697063986, 200.5792517452758, 178.7243383406941, 154.5725613333049]","[5.461442105035581, 5.726866699503878, 6.309975957311451, 6.303442009899901, 6.139701200146453, 6.636851272304535, 6.532585836042387, 6.901157290565077, 7.163895656879953, 6.470298443395993, 5.957477944689803, 4.98621165591306]","[140308.5411963093, 132314.4670216464, 156474.859811351, 150075.8851580695, 148699.4521463069, 152726.4216090444, 154304.6149838301, 161645.3821741019, 164865.8409550518, 159563.221477364, 145554.9334348842, 130537.2534229563]",1716075.293804764,0.0,0.0,214684.0,2857331.0
34.84506252283962,-114.76419586761573,,CA,,,,,,,,3.0,1.0,491.0,6.494455059593675,"[144354.5539022194, 139777.001845802, 164049.4792291796, 159692.3571161756, 164284.5933310166, 149867.1088867885, 142265.9071630267, 151485.3248863495, 163252.209203093, 158466.9833159232, 144207.461817895, 133832.354799281]","[177.2522967593373, 173.06312233185, 210.349823080907, 208.223239478524, 219.4638363398222, 206.4138988112804, 198.0874432802267, 210.0294366901796, 220.0416265610154, 206.0918573533197, 179.4925892953739, 161.746589656106]","[5.717816024494753, 6.180825797566071, 6.785478163900227, 6.940774649284133, 7.079478591607169, 6.880463293709348, 6.389917525168602, 6.77514311903805, 7.334720885367179, 6.648124430752249, 5.983086309845798, 5.217631924390514]","[150967.5960727769, 146450.8686835463, 171797.7928536501, 167150.3784406642, 172015.4283998574, 157190.9323818796, 149262.8693831623, 158711.2060281764, 170727.7416660016, 165692.4132249365, 150797.2075882948, 139944.9229097751]",1815535.33549675,0.0,0.0,0.0,0.0
33.90646503084118,-116.83516134209007,,CA,,,,,,,,14.0,1.0,722.0,6.353900538121636,"[137254.7925721729, 127370.0222435692, 145309.6066706302, 149234.4233118709, 150695.8744894672, 149275.4170663558, 143475.7657280194, 158154.6023349517, 158471.7031425461, 160077.7660921142, 138168.4991281905, 135204.1213781572]","[171.5508279106575, 161.9119398929479, 189.2256663728321, 195.4785975098257, 203.964241960959, 204.1177742014069, 199.2795794484879, 219.1125055305285, 216.2811893038894, 213.125732236629, 176.7602875838897, 169.0736887635552]","[5.533897674537338, 5.782569281890998, 6.104053753962325, 6.515953250327525, 6.579491676159968, 6.803925806713564, 6.428373530596384, 7.068145339694468, 7.209372976796313, 6.875023620536418, 5.892009586129657, 5.453989960114684]","[143920.2290160884, 133351.4341429802, 152318.7087924289, 156270.9198493363, 157969.0049272497, 156484.999029233, 150515.5719705507, 165656.900253564, 165756.1130669189, 167359.555381352, 144509.342023773, 141515.8590582984]",1752692.59415804,0.0,0.0,0.0,710860.0
34.27799320475723,-116.57629065778076,,CA,,,,,,,,5.0,1.0,1552.0,6.801567968294385,"[157733.11683174, 149256.0564293656, 181685.1725820531, 171432.612942691, 167586.6545867803, 155246.1915047536, 145499.5693859116, 151609.659978934, 161087.7184009301, 178234.5512005442, 152517.9900143631, 142319.4834644326]","[193.5595840688052, 185.4295291517676, 231.9821114018126, 220.0698527146406, 220.7875351220328, 210.8069542880867, 202.8802581855504, 209.0588388426878, 215.0900846908667, 231.9774992881337, 189.2626646933195, 171.5699369929354]","[6.243857550606617, 6.622483183991698, 7.483293916187503, 7.335661757154686, 7.122178552323638, 7.026898476269556, 6.544524457598398, 6.743833511054446, 7.169669489695559, 7.483145138326893, 6.308755489777315, 5.534514096546302]","[165968.9477448867, 157536.9175096674, 191222.0840396367, 179501.4467224544, 175474.3348854911, 162674.4608004654, 152622.82219584, 158867.8300288269, 168557.1344782004, 186390.5096772628, 159703.2369270418, 149292.4218484897]",1914208.777322495,0.0,0.0,0.0,142433.0
34.356209662423765,-115.4545176924405,,CA,,,,,,,,0.0,1.0,171.0,6.753607376248077,"[136903.2379568972, 145248.605457507, 173068.6941878773, 165878.0387021841, 162690.3717284655, 149940.910817231, 145900.8575623232, 151862.67775997, 158713.3819387657, 167800.5088581071, 149058.98645284, 137275.8698953436]","[173.5934029099332, 184.2326619066431, 225.3228943379659, 220.4414026142612, 223.8773031116228, 209.9578468052481, 208.4086942802592, 214.4329147164156, 219.2500273230366, 225.1152861464123, 190.2425254826239, 169.7313771466453]","[5.599787190643008, 6.579737925237253, 7.268480462515031, 7.348046753808706, 7.221848487471702, 6.998594893508269, 6.722861105814812, 6.917190797303729, 7.308334244101221, 7.261783424077816, 6.341417516087463, 5.475205714407914]","[143206.3113387357, 151931.9282396503, 181146.1675811396, 173545.7457432337, 170372.8087897558, 157204.1197824439, 153028.3279808269, 159110.7377532138, 166083.610568558, 175373.1374313094, 155788.2467524467, 143488.8733745993]",1844342.141317511,0.0,0.0,0.0,0.0
32.87009696675958,-116.6410083288581,,CA,,,,,,,,13.0,1.0,1055.0,6.274662134238388,"[138266.5252083921, 123054.6580633227, 150698.2200041459, 143640.8669430596, 150380.0827924413, 148081.4650759901, 148866.4345546187, 161476.9512473033, 158278.956472869, 159718.8238596147, 136500.2398492161, 138538.8405296379]","[173.6447260358424, 155.3116919422887, 191.8890339367304, 187.6094750740323, 198.5625566590109, 199.4012497286928, 201.4878122173202, 219.0661188008875, 211.9575120396254, 208.0357617054075, 173.8914806602813, 170.9143661307521]","[5.601442775349756, 5.546846140796025, 6.189968836668723, 6.253649169134411, 6.405243763193899, 6.646708324289759, 6.499606845720006, 7.066648993577015, 7.065250401320847, 6.71083102275508, 5.796382688676043, 5.5133666493791]","[144847.8399684348, 128895.6813897108, 157928.4668653136, 150492.7546560363, 157620.6399789887, 155246.9528909202, 156118.5206056057, 169092.8401190348, 165538.5229206122, 166983.2707494292, 142930.2880910278, 145106.7726025526]",1757502.064600613,0.0,0.0,0.0,0.0
34.66907549308991,-117.5902008379922,,CA,,,,,,,,1.0,1.0,890.0,6.657770244834417,"[149578.9626926195, 138053.8486030564, 169707.2605023746, 164827.190950582, 165785.3314721445, 153228.6268185883, 145855.1189297918, 155189.6372966799, 160624.6498925141, 165857.0933738282, 145128.2306975302, 134799.908387686]","[185.02162686215, 172.9204783309399, 218.793567548441, 216.8565426260366, 220.2404788534367, 210.8723738811125, 203.8424624645952, 216.2935281732104, 220.0170888476886, 218.1545522834003, 183.2990875614808, 164.1500464418143]","[5.968439576198388, 6.175731368962141, 7.057857017691644, 7.228551420867888, 7.104531575917312, 7.029079129370415, 6.575563305309521, 6.977210586232593, 7.333902961589621, 7.037243622045171, 6.109969585382692, 5.295162788445621]","[157241.2245210854, 144712.7214718845, 178055.0862834744, 172602.2416854046, 173637.3926313148, 160583.4325771868, 152990.4732189204, 162586.7526245864, 167992.2759894156, 173654.0552851912, 151798.3338336961, 141043.3302853995]",1848635.859617396,0.0,0.0,0.0,0.0
35.06015778142259,-118.30209521984274,,CA,,,,,,,,4.0,1.0,1225.0,6.681735215982781,"[135006.9420002873, 138482.3968854558, 164593.7568520017, 159881.634467474, 170738.1394005471, 161342.705765562, 161085.9420367616, 173596.1607621946, 168124.0923650078, 172038.1100734313, 148202.1660374039, 136111.2539072745]","[163.7749505210975, 170.7220365223997, 209.1193183832774, 204.0244536010098, 222.9560039050434, 218.1310856685256, 221.4843152078909, 236.2625970840202, 224.7653354981954, 219.8879492264252, 183.5129003099888, 164.9917818115392]","[5.283062920035404, 6.097215590085702, 6.745784463976691, 6.80081512003366, 7.192129158227208, 7.271036188950853, 7.144655329286803, 7.621374099484523, 7.492177849939847, 7.09315965246533, 6.117096676999625, 5.322315542307717]","[142324.2094138074, 145895.4473844987, 172428.6368957599, 167544.2513552509, 178785.6894180393, 168990.0825012639, 168786.9198414435, 181666.3081252343, 175801.8835733484, 180358.6971686304, 155312.3984109404, 142797.1342863055]",1889203.300553399,0.0,0.0,0.0,0.0
40.08556518649753,-123.0049126514616,,CA,,,,,,,,30.0,1.0,1809.0,5.827089538573515,"[95277.48722808536, 117782.3474756718, 133178.8122611873, 139484.5268157774, 143809.2209346441, 147560.5612267763, 153967.2642089161, 155696.0478613205, 153640.7756863177, 140480.9621354518, 108489.8452129436, 90566.41643742814]","[117.6081507568681, 149.4480993975164, 172.8539988922605, 186.6039259691021, 195.7411424873081, 205.8977011142836, 222.7656643080044, 222.1904490763693, 215.1001916542558, 187.6733341816531, 137.8032539270289, 113.1322644651885]","[3.793811314737681, 5.337432121339871, 5.575935448137436, 6.220130865636735, 6.314230402816391, 6.863256703809452, 7.185989171225948, 7.167433841173203, 7.170006388475195, 6.053978521988811, 4.593441797567632, 3.649427885973823]","[99923.20726821701, 123344.7902868109, 139520.9444908807, 146243.0504139259, 150871.9931807551, 154780.9559057144, 161455.7427703008, 163112.731810205, 160770.4672924639, 147000.5561676271, 113698.2451479789, 95045.591521499]",1579934.26748452,0.0,0.0,0.0,0.0
41.57167788216172,-123.78152470438948,,CA,,,,,,,,34.0,1.0,1308.0,5.221306601566948,"[81205.81460463381, 77892.13527785488, 108526.3503703033, 128754.8281363015, 144078.0061450709, 147892.0355262571, 164945.0735278661, 162009.9148521025, 142038.2981993035, 128537.4477632893, 78010.12006584714, 77161.42132055876]","[99.31314786341947, 97.87352779434205, 137.952188272245, 167.4451853261501, 191.5650862976276, 202.2768793105322, 230.7202263897603, 225.0949875854283, 193.9809446778936, 171.0037877328674, 96.96819926575085, 95.62307224100662]","[3.203649931078048, 3.495483135512216, 4.450070589427257, 5.581506177538336, 6.179518912826698, 6.742562643684406, 7.442587948056782, 7.26112863178801, 6.46603148926312, 5.516251217189272, 3.232273308858362, 3.084615233580859]","[85329.16763498518, 81919.39509315281, 113950.7595558382, 135081.6513593706, 151157.7306083143, 155170.4441772911, 172878.2207672944, 169651.3142397862, 148747.2623280619, 134602.9908199826, 82080.35610636101, 81117.197000132]",1441051.445789394,0.0,0.0,0.0,0.0
