,Longitude,Latitude,number of cities,total population,min distance,max distance,name of the nearest city,"coordinates of the nearest city (lat,lng)",distance list,population list,cities name,cities locations,total   population
3991,-120.22205279513668,39.557604097248415,1.0,112132.0,246.743,246.743,Chico,"(39.7578, -121.8161)",[246.743],[112132],['Chico'],"[(39.7578, -121.8161)]",
3992,-116.31741997347147,35.94009293017112,1.0,361831.0,472.50079999999997,472.50079999999997,Indio,"(33.7346, -116.2346)",[472.50079999999997],[361831],['Indio'],"[(33.7346, -116.2346)]",
3993,-119.98475466785315,34.74729195075645,1.0,198240.0,77.3006,77.3006,Santa Barbara,"(34.4285, -119.7202)",[77.3006],[198240],['Santa Barbara'],"[(34.4285, -119.7202)]",
3994,-120.07104489595623,41.92365194166113,1.0,121498.0,323.7927,323.7927,Redding,"(40.5698, -122.365)",[323.7927],[121498],['Redding'],"[(40.5698, -122.365)]",
3995,-117.3960478247602,33.78914034434138,1.0,2022285.0,28.194200000000002,28.194200000000002,Riverside,"(33.9381, -117.3949)",[28.194200000000002],[2022285],['Riverside'],"[(33.9381, -117.3949)]",
3996,-121.40854343155428,37.40665151141867,2.0,1827901.0,70.2594,81.04310000000001,Tracy,"(37.7269, -121.4523)","[70.2594, 81.04310000000001]","[98022, 1729879]","['Tracy', 'San Jose']","[(37.7269, -121.4523), (37.3012, -121.848)]",
3997,-122.3145908266368,40.633080390163286,1.0,121498.0,13.543299999999999,13.543299999999999,Redding,"(40.5698, -122.365)",[13.543299999999999],[121498],['Redding'],"[(40.5698, -122.365)]",
3998,-122.29301826961104,40.49620158924685,1.0,121498.0,14.0202,14.0202,Redding,"(40.5698, -122.365)",[14.0202],[121498],['Redding'],"[(40.5698, -122.365)]",
3999,-122.27144571258526,38.26703254575057,2.0,268012.0,6.6743999999999994,19.2765,Napa,"(38.2975, -122.301)","[6.6743999999999994, 19.2765]","[86130, 181882]","['Napa', 'Vallejo']","[(38.2975, -122.301), (38.1125, -122.2342)]",
4000,-122.09886525637906,38.227924316917296,1.0,145163.0,8.4137,8.4137,Fairfield,"(38.2583, -122.0335)",[8.4137],[145163],['Fairfield'],"[(38.2583, -122.0335)]",
4001,-121.90471224314707,37.71951734208481,2.0,174091.0,8.532,17.3182,San Ramon,"(37.7624, -121.9365)","[8.532, 17.3182]","[85688, 88403]","['San Ramon', 'Livermore']","[(37.7624, -121.9365), (37.6868, -121.7607)]",
4002,-121.86156712909552,37.3675432825854,1.0,1729879.0,10.826600000000001,10.826600000000001,San Jose,"(37.3012, -121.848)",[10.826600000000001],[1729879],['San Jose'],"[(37.3012, -121.848)]",
4003,-121.83999457206976,37.32843505375214,1.0,1729879.0,5.8851,5.8851,San Jose,"(37.3012, -121.848)",[5.8851],[1729879],['San Jose'],"[(37.3012, -121.848)]",
4004,-121.818422015044,37.28932682491887,1.0,1729879.0,3.5838,3.5838,San Jose,"(37.3012, -121.848)",[3.5838],[1729879],['San Jose'],"[(37.3012, -121.848)]",
4005,-121.79684945801822,37.71951734208481,2.0,174091.0,7.5208,28.56,Livermore,"(37.6868, -121.7607)","[7.5208, 28.56]","[88403, 85688]","['Livermore', 'San Ramon']","[(37.6868, -121.7607), (37.7624, -121.9365)]",
4006,-121.79684945801822,38.697223062916514,1.0,1924167.0,40.3153,40.3153,Sacramento,"(38.5677, -121.4685)",[40.3153],[1924167],['Sacramento'],"[(38.5677, -121.4685)]",
4007,-121.77527690099244,37.3088809393355,1.0,1729879.0,8.2988,8.2988,San Jose,"(37.3012, -121.848)",[8.2988],[1729879],['San Jose'],"[(37.3012, -121.848)]",
4008,-121.77527690099244,39.69448289816485,1.0,112132.0,9.831,9.831,Chico,"(39.7578, -121.8161)",[9.831],[112132],['Chico'],"[(39.7578, -121.8161)]",
4009,-121.75370434396667,37.68040911325155,2.0,174091.0,2.2463,27.4166,Livermore,"(37.6868, -121.7607)","[2.2463, 27.4166]","[88403, 85688]","['Livermore', 'San Ramon']","[(37.6868, -121.7607), (37.7624, -121.9365)]",
4010,-121.7321317869409,38.52123603316681,1.0,1924167.0,31.7241,31.7241,Sacramento,"(38.5677, -121.4685)",[31.7241],[1924167],['Sacramento'],"[(38.5677, -121.4685)]",
