,lng,lat,number of cities,total population,min distance,max distance,name of the nearest city,"coordinates of the nearest city (lat,lng)",distance list,population list,cities name,cities locations,total   population
70,-121.21439041832232,37.62174677000164,2.0,482758.0,27.132900000000003,27.4143,Manteca,"(37.7927, -121.2264)","[27.132900000000003, 27.4143]","[99764, 382994]","['Manteca', 'Modesto']","[(37.7927, -121.2264), (37.6375, -121.0028)]",
71,-122.46559872581724,40.80906741991299,1.0,121498.0,58.5079,58.5079,Redding,"(40.5698, -122.365)",[58.5079],[121498],['Redding'],"[(40.5698, -122.365)]",
72,-115.5408079205436,34.72773783633981,1.0,361831.0,274.3358,274.3358,Indio,"(33.7346, -116.2346)",[274.3358],[361831],['Indio'],"[(33.7346, -116.2346)]",
73,-119.83374676867274,36.66359516358658,1.0,719558.0,18.6283,18.6283,Fresno,"(36.783, -119.7939)",[18.6283],[719558],['Fresno'],"[(36.783, -119.7939)]",
74,-117.6549185090695,36.370283447337066,1.0,249804.0,397.7048,397.7048,Visalia,"(36.3276, -119.3269)",[397.7048],[249804],['Visalia'],"[(36.3276, -119.3269)]",
75,-120.39463325134288,36.23340464642063,2.0,178231.0,82.4308,111.8162,Hanford,"(36.3274, -119.6549)","[82.4308, 111.8162]","[95459, 82772]","['Hanford', 'Madera']","[(36.3274, -119.6549), (36.963, -120.0778)]",
76,-117.41762038178598,36.018309387837654,1.0,389060.0,197.6141,197.6141,Victorville,"(34.5277, -117.3536)",[197.6141],[389060],['Victorville'],"[(34.5277, -117.3536)]",
77,-122.12043781340483,41.43479908124528,1.0,121498.0,151.3017,151.3017,Redding,"(40.5698, -122.365)",[151.3017],[121498],['Redding'],"[(40.5698, -122.365)]",
78,-120.07104489595623,35.50990241300517,1.0,142230.0,153.2249,153.2249,Santa Maria,"(34.9333, -120.4431)",[153.2249],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
79,-120.43777836539442,40.43753924599695,1.0,112132.0,192.33010000000002,192.33010000000002,Chico,"(39.7578, -121.8161)",[192.33010000000002],[112132],['Chico'],"[(39.7578, -121.8161)]",
80,-123.0049126514616,40.32021455949714,1.0,121498.0,87.25489999999999,87.25489999999999,Redding,"(40.5698, -122.365)",[87.25489999999999],[121498],['Redding'],"[(40.5698, -122.365)]",
81,-116.51157298670346,32.67455582259324,1.0,274818.0,93.53160000000001,93.53160000000001,Chula Vista,"(32.6281, -117.0144)",[93.53160000000001],[274818],['Chula Vista'],"[(32.6281, -117.0144)]",
82,-116.92145157019316,35.70544355717151,1.0,389060.0,372.5722,372.5722,Victorville,"(34.5277, -117.3536)",[372.5722],[389060],['Victorville'],"[(34.5277, -117.3536)]",
83,-120.3730606943171,40.55486393249674,1.0,121498.0,248.1517,248.1517,Redding,"(40.5698, -122.365)",[248.1517],[121498],['Redding'],"[(40.5698, -122.365)]",
84,-117.6549185090695,35.392577726505365,1.0,389060.0,105.2741,105.2741,Victorville,"(34.5277, -117.3536)",[105.2741],[389060],['Victorville'],"[(34.5277, -117.3536)]",
85,-115.86439627593022,34.3757637768404,1.0,361831.0,161.0424,161.0424,Indio,"(33.7346, -116.2346)",[161.0424],[361831],['Indio'],"[(33.7346, -116.2346)]",
86,-116.3821376445488,33.319841598342165,1.0,361831.0,104.8518,104.8518,Indio,"(33.7346, -116.2346)",[104.8518],[361831],['Indio'],"[(33.7346, -116.2346)]",
87,-119.05713471574484,36.82002807891965,1.0,118488.0,87.21719999999999,87.21719999999999,Clovis,"(36.8278, -119.683)",[87.21719999999999],[118488],['Clovis'],"[(36.8278, -119.683)]",
88,-123.3285010068482,41.00460856407933,1.0,121498.0,191.46220000000002,191.46220000000002,Redding,"(40.5698, -122.365)",[191.46220000000002],[121498],['Redding'],"[(40.5698, -122.365)]",
89,-117.71963618014682,35.72499767158815,1.0,381732.0,148.3819,148.3819,Lancaster,"(34.6935, -118.1753)",[148.3819],[381732],['Lancaster'],"[(34.6935, -118.1753)]",
90,-117.89221663635304,34.72773783633981,1.0,381732.0,30.372700000000002,30.372700000000002,Lancaster,"(34.6935, -118.1753)",[30.372700000000002],[381732],['Lancaster'],"[(34.6935, -118.1753)]",
91,-117.46076549583752,33.632707429008306,1.0,588540.0,48.7244,48.7244,Mission Viejo,"(33.6096, -117.6551)",[48.7244],[588540],['Mission Viejo'],"[(33.6096, -117.6551)]",
92,-117.11560458342514,33.82824857317465,1.0,208371.0,20.7851,20.7851,Moreno Valley,"(33.9244, -117.2045)",[20.7851],[208371],['Moreno Valley'],"[(33.9244, -117.2045)]",
93,-114.76419586761573,34.84506252283962,1.0,361831.0,287.8463,287.8463,Indio,"(33.7346, -116.2346)",[287.8463],[361831],['Indio'],"[(33.7346, -116.2346)]",
94,-116.83516134209007,33.90646503084118,1.0,191170.0,44.2489,44.2489,Hemet,"(33.7341, -116.9969)",[44.2489],[191170],['Hemet'],"[(33.7341, -116.9969)]",
95,-116.57629065778076,34.27799320475723,1.0,220821.0,133.0291,133.0291,San Bernardino,"(34.1416, -117.2943)",[133.0291],[220821],['San Bernardino'],"[(34.1416, -117.2943)]",
96,-115.4545176924405,34.356209662423765,1.0,361831.0,166.3617,166.3617,Indio,"(33.7346, -116.2346)",[166.3617],[361831],['Indio'],"[(33.7346, -116.2346)]",
97,-116.6410083288581,32.87009696675958,1.0,106043.0,43.1247,43.1247,El Cajon,"(32.8017, -116.9604)",[43.1247],[106043],['El Cajon'],"[(32.8017, -116.9604)]",
98,-117.5902008379922,34.66907549308991,1.0,389060.0,35.3645,35.3645,Victorville,"(34.5277, -117.3536)",[35.3645],[389060],['Victorville'],"[(34.5277, -117.3536)]",
99,-118.30209521984274,35.06015778142259,1.0,381732.0,57.2301,57.2301,Lancaster,"(34.6935, -118.1753)",[57.2301],[381732],['Lancaster'],"[(34.6935, -118.1753)]",
100,-123.0049126514616,40.08556518649753,1.0,121498.0,155.2173,155.2173,Redding,"(40.5698, -122.365)",[155.2173],[121498],['Redding'],"[(40.5698, -122.365)]",
101,-123.78152470438948,41.57167788216172,1.0,121498.0,410.87579999999997,410.87579999999997,Redding,"(40.5698, -122.365)",[410.87579999999997],[121498],['Redding'],"[(40.5698, -122.365)]",
102,-121.21439041832232,38.56034426200008,2.0,183430.0,20.6857,23.3613,Citrus Heights,"(38.6948, -121.288)","[20.6857, 23.3613]","[87521, 95909]","['Citrus Heights', 'Arden-Arcade']","[(38.6948, -121.288), (38.6017, -121.3845)]",
103,-116.83516134209007,35.3534694976721,1.0,389060.0,127.3253,127.3253,Victorville,"(34.5277, -117.3536)",[127.3253],[389060],['Victorville'],"[(34.5277, -117.3536)]",
104,-119.20814261492526,37.58263854116838,1.0,118488.0,148.1637,148.1637,Clovis,"(36.8278, -119.683)",[148.1637],[118488],['Clovis'],"[(36.8278, -119.683)]",
105,-118.94927193061598,36.76136573566975,1.0,118488.0,93.4585,93.4585,Clovis,"(36.8278, -119.683)",[93.4585],[118488],['Clovis'],"[(36.8278, -119.683)]",
106,-117.07245946937358,33.86735680200792,1.0,208371.0,21.513099999999998,21.513099999999998,Moreno Valley,"(33.9244, -117.2045)",[21.513099999999998],[208371],['Moreno Valley'],"[(33.9244, -117.2045)]",
107,-118.77669147440976,34.86461663725625,1.0,127158.0,114.5331,114.5331,Simi Valley,"(34.2663, -118.749)",[114.5331],[127158],['Simi Valley'],"[(34.2663, -118.749)]",
108,-121.45168854560582,37.32843505375214,2.0,1827901.0,70.6044,88.6895,San Jose,"(37.3012, -121.848)","[70.6044, 88.6895]","[1729879, 98022]","['San Jose', 'Tracy']","[(37.3012, -121.848), (37.7269, -121.4523)]",
109,-122.46559872581724,39.65537466933158,1.0,112132.0,92.95639999999999,92.95639999999999,Chico,"(39.7578, -121.8161)",[92.95639999999999],[112132],['Chico'],"[(39.7578, -121.8161)]",
110,-116.92145157019316,33.73047800109148,1.0,191170.0,7.521199999999999,7.521199999999999,Hemet,"(33.7341, -116.9969)",[7.521199999999999],[191170],['Hemet'],"[(33.7341, -116.9969)]",
111,-122.27144571258526,39.36206295308208,1.0,112132.0,88.7392,88.7392,Chico,"(39.7578, -121.8161)",[88.7392],[112132],['Chico'],"[(39.7578, -121.8161)]",
112,-120.6103588216006,41.70855668307815,1.0,121498.0,261.57370000000003,261.57370000000003,Redding,"(40.5698, -122.365)",[261.57370000000003],[121498],['Redding'],"[(40.5698, -122.365)]",
113,-122.46559872581724,40.339768673913774,1.0,121498.0,46.7104,46.7104,Redding,"(40.5698, -122.365)",[46.7104],[121498],['Redding'],"[(40.5698, -122.365)]",
114,-118.49624823307472,34.414872005673665,1.0,275230.0,2.0718,2.0718,Santa Clarita,"(34.4175, -118.4964)",[2.0718],[275230],['Santa Clarita'],"[(34.4175, -118.4964)]",
115,-122.9186224233585,39.45983352516525,1.0,314196.0,161.2452,161.2452,Santa Rosa,"(38.4458, -122.7067)",[161.2452],[314196],['Santa Rosa'],"[(38.4458, -122.7067)]",
116,-121.86156712909552,38.697223062916514,1.0,102256.0,47.6931,47.6931,Vacaville,"(38.3587, -121.9673)",[47.6931],[102256],['Vacaville'],"[(38.3587, -121.9673)]",
117,-117.5686282809664,34.70818372192318,1.0,389060.0,37.4145,37.4145,Victorville,"(34.5277, -117.3536)",[37.4145],[389060],['Victorville'],"[(34.5277, -117.3536)]",
118,-116.42528275860036,35.275253040005566,1.0,389060.0,151.7064,151.7064,Victorville,"(34.5277, -117.3536)",[151.7064],[389060],['Victorville'],"[(34.5277, -117.3536)]",
119,-121.51640621668317,40.20288987299733,1.0,112132.0,72.2254,72.2254,Chico,"(39.7578, -121.8161)",[72.2254],[112132],['Chico'],"[(39.7578, -121.8161)]",
120,-121.49483365965736,39.53804998283178,1.0,112132.0,47.208,47.208,Chico,"(39.7578, -121.8161)",[47.208],[112132],['Chico'],"[(39.7578, -121.8161)]",
121,-117.2450399255798,34.297547319173866,2.0,320108.0,20.9303,51.3084,Hesperia,"(34.3975, -117.3147)","[20.9303, 51.3084]","[99287, 220821]","['Hesperia', 'San Bernardino']","[(34.3975, -117.3147), (34.1416, -117.2943)]",
122,-122.37930849771412,40.3006604450805,1.0,121498.0,39.052099999999996,39.052099999999996,Redding,"(40.5698, -122.365)",[39.052099999999996],[121498],['Redding'],"[(40.5698, -122.365)]",
123,-120.3730606943171,36.99601510866936,2.0,240389.0,33.966800000000006,45.271,Madera,"(36.963, -120.0778)","[33.966800000000006, 45.271]","[82772, 157617]","['Madera', 'Merced']","[(36.963, -120.0778), (37.3057, -120.4779)]",
124,-119.8553193256985,36.780919850086384,1.0,719558.0,7.463,7.463,Fresno,"(36.783, -119.7939)",[7.463],[719558],['Fresno'],"[(36.783, -119.7939)]",
125,-116.33899253049724,34.3171014335905,1.0,361831.0,108.2644,108.2644,Indio,"(33.7346, -116.2346)",[108.2644],[361831],['Indio'],"[(33.7346, -116.2346)]",
126,-117.2450399255798,35.333915383255466,1.0,389060.0,119.1309,119.1309,Victorville,"(34.5277, -117.3536)",[119.1309],[389060],['Victorville'],"[(34.5277, -117.3536)]",
127,-118.4315305619974,33.3393957127588,0.0,,,,,,[],[],[],[],0.0
128,-123.13434799361625,40.55486393249674,1.0,121498.0,97.98819999999999,97.98819999999999,Redding,"(40.5698, -122.365)",[97.98819999999999],[121498],['Redding'],"[(40.5698, -122.365)]",
129,-114.9367763238219,34.64952137867328,1.0,361831.0,328.59290000000004,328.59290000000004,Indio,"(33.7346, -116.2346)",[328.59290000000004],[361831],['Indio'],"[(33.7346, -116.2346)]",
130,-115.67024326269824,34.102006175007524,1.0,361831.0,145.5923,145.5923,Indio,"(33.7346, -116.2346)",[145.5923],[361831],['Indio'],"[(33.7346, -116.2346)]",
131,-114.74262331058992,33.55449097134177,1.0,110434.0,171.87920000000003,171.87920000000003,El Centro,"(32.7865, -115.5595)",[171.87920000000003],[110434],['El Centro'],"[(32.7865, -115.5595)]",
132,-122.53031639689456,39.811807584664656,1.0,112132.0,75.7362,75.7362,Chico,"(39.7578, -121.8161)",[75.7362],[112132],['Chico'],"[(39.7578, -121.8161)]",
133,-116.4684278726519,36.213850532004,1.0,389060.0,379.9157,379.9157,Victorville,"(34.5277, -117.3536)",[379.9157],[389060],['Victorville'],"[(34.5277, -117.3536)]",
134,-118.17265987768808,35.275253040005566,1.0,381732.0,93.4501,93.4501,Lancaster,"(34.6935, -118.1753)",[93.4501],[381732],['Lancaster'],"[(34.6935, -118.1753)]",
135,-121.21439041832232,41.47390731007855,1.0,121498.0,197.7047,197.7047,Redding,"(40.5698, -122.365)",[197.7047],[121498],['Redding'],"[(40.5698, -122.365)]",
136,-115.23879212218276,32.94831342442612,1.0,110434.0,51.3181,51.3181,El Centro,"(32.7865, -115.5595)",[51.3181],[110434],['El Centro'],"[(32.7865, -115.5595)]",
137,-122.6597517390492,38.56034426200008,1.0,314196.0,19.0504,19.0504,Santa Rosa,"(38.4458, -122.7067)",[19.0504],[314196],['Santa Rosa'],"[(38.4458, -122.7067)]",
138,-116.61943577183231,34.160668518257424,1.0,220821.0,94.3215,94.3215,San Bernardino,"(34.1416, -117.2943)",[94.3215],[220821],['San Bernardino'],"[(34.1416, -117.2943)]",
139,-115.82125116187866,35.803214129254684,1.0,361831.0,417.4667,417.4667,Indio,"(33.7346, -116.2346)",[417.4667],[361831],['Indio'],"[(33.7346, -116.2346)]",
140,-119.74745654056964,35.78366001483805,2.0,345263.0,86.555,115.7537,Hanford,"(36.3274, -119.6549)","[86.555, 115.7537]","[95459, 249804]","['Hanford', 'Visalia']","[(36.3274, -119.6549), (36.3276, -119.3269)]",
141,-120.82608439185836,40.22244398741397,1.0,112132.0,149.2779,149.2779,Chico,"(39.7578, -121.8161)",[149.2779],[112132],['Chico'],"[(39.7578, -121.8161)]",
142,-116.94302412721896,36.60493282033668,1.0,389060.0,303.4092,303.4092,Victorville,"(34.5277, -117.3536)",[303.4092],[389060],['Victorville'],"[(34.5277, -117.3536)]",
143,-123.04805776551314,41.0437167929126,1.0,121498.0,218.9674,218.9674,Redding,"(40.5698, -122.365)",[218.9674],[121498],['Redding'],"[(40.5698, -122.365)]",
144,-118.60411101820358,34.356209662423765,1.0,275230.0,38.6148,38.6148,Santa Clarita,"(34.4175, -118.4964)",[38.6148],[275230],['Santa Clarita'],"[(34.4175, -118.4964)]",
145,-118.086369649585,37.38709739700204,1.0,118488.0,420.3273,420.3273,Clovis,"(36.8278, -119.683)",[420.3273],[118488],['Clovis'],"[(36.8278, -119.683)]",
146,-122.78918708120383,41.20014970824567,1.0,121498.0,174.9108,174.9108,Redding,"(40.5698, -122.365)",[174.9108],[121498],['Redding'],"[(40.5698, -122.365)]",
147,-115.2819372362343,34.78640017958971,1.0,361831.0,255.4578,255.4578,Indio,"(33.7346, -116.2346)",[255.4578],[361831],['Indio'],"[(33.7346, -116.2346)]",
148,-120.78293927780682,38.012829058334326,1.0,406822.0,63.5963,63.5963,Stockton,"(37.9765, -121.3109)",[63.5963],[406822],['Stockton'],"[(37.9765, -121.3109)]",
149,-115.79967860485289,33.88691091642455,1.0,361831.0,72.142,72.142,Indio,"(33.7346, -116.2346)",[72.142],[361831],['Indio'],"[(33.7346, -116.2346)]",
150,-117.5902008379922,35.09926601025586,1.0,389060.0,71.62989999999999,71.62989999999999,Victorville,"(34.5277, -117.3536)",[71.62989999999999],[389060],['Victorville'],"[(34.5277, -117.3536)]",
151,-116.49000042967768,35.50990241300517,1.0,389060.0,180.4007,180.4007,Victorville,"(34.5277, -117.3536)",[180.4007],[389060],['Victorville'],"[(34.5277, -117.3536)]",
152,-115.1956470081312,32.92875931000948,1.0,110434.0,61.1909,61.1909,El Centro,"(32.7865, -115.5595)",[61.1909],[110434],['El Centro'],"[(32.7865, -115.5595)]",
153,-121.49483365965736,40.10511930091416,1.0,112132.0,59.7263,59.7263,Chico,"(39.7578, -121.8161)",[59.7263],[112132],['Chico'],"[(39.7578, -121.8161)]",
154,-115.38980002136316,32.71366405142651,1.0,110434.0,25.36,25.36,El Centro,"(32.7865, -115.5595)",[25.36],[110434],['El Centro'],"[(32.7865, -115.5595)]",
155,-118.77669147440976,35.31436126883883,1.0,590845.0,25.333299999999998,25.333299999999998,Bakersfield,"(35.3529, -119.0359)",[25.333299999999998],[590845],['Bakersfield'],"[(35.3529, -119.0359)]",
156,-122.8323321952554,39.12741358008246,1.0,314196.0,123.4735,123.4735,Santa Rosa,"(38.4458, -122.7067)",[123.4735],[314196],['Santa Rosa'],"[(38.4458, -122.7067)]",
157,-115.64867070567249,35.70544355717151,1.0,361831.0,413.4482,413.4482,Indio,"(33.7346, -116.2346)",[413.4482],[361831],['Indio'],"[(33.7346, -116.2346)]",
158,-119.1002798297964,35.45124006975527,1.0,590845.0,16.1572,16.1572,Bakersfield,"(35.3529, -119.0359)",[16.1572],[590845],['Bakersfield'],"[(35.3529, -119.0359)]",
159,-116.68415344290965,33.24162514067563,1.0,151443.0,64.61030000000001,64.61030000000001,Escondido,"(33.1348, -117.0723)",[64.61030000000001],[151443],['Escondido'],"[(33.1348, -117.0723)]",
160,-116.77044367101274,36.3898375617537,1.0,389060.0,331.8362,331.8362,Victorville,"(34.5277, -117.3536)",[331.8362],[389060],['Victorville'],"[(34.5277, -117.3536)]",
161,-115.64867070567249,34.49308846334021,1.0,361831.0,202.306,202.306,Indio,"(33.7346, -116.2346)",[202.306],[361831],['Indio'],"[(33.7346, -116.2346)]",
162,-117.28818503963132,36.311621104087166,1.0,389060.0,244.9614,244.9614,Victorville,"(34.5277, -117.3536)",[244.9614],[389060],['Victorville'],"[(34.5277, -117.3536)]",
163,-120.286770466214,39.811807584664656,1.0,112132.0,204.4807,204.4807,Chico,"(39.7578, -121.8161)",[204.4807],[112132],['Chico'],"[(39.7578, -121.8161)]",
164,-117.89221663635304,37.48486796908521,1.0,118488.0,441.1316,441.1316,Clovis,"(36.8278, -119.683)",[441.1316],[118488],['Clovis'],"[(36.8278, -119.683)]",
165,-123.71680703331216,41.70855668307815,1.0,121498.0,398.0047,398.0047,Redding,"(40.5698, -122.365)",[398.0047],[121498],['Redding'],"[(40.5698, -122.365)]",
166,-121.7321317869409,37.52397619791847,2.0,319905.0,41.507400000000004,42.4734,Fremont,"(37.5265, -121.9843)","[41.507400000000004, 42.4734]","[231502, 88403]","['Fremont', 'Livermore']","[(37.5265, -121.9843), (37.6868, -121.7607)]",
167,-116.49000042967768,33.065638110925924,1.0,151443.0,83.83439999999999,83.83439999999999,Escondido,"(33.1348, -117.0723)",[83.83439999999999],[151443],['Escondido'],"[(33.1348, -117.0723)]",
168,-118.94927193061598,36.17474230317073,1.0,249804.0,53.9486,53.9486,Visalia,"(36.3276, -119.3269)",[53.9486],[249804],['Visalia'],"[(36.3276, -119.3269)]",
169,-121.92628480017288,40.26155221624724,1.0,112132.0,111.5835,111.5835,Chico,"(39.7578, -121.8161)",[111.5835],[112132],['Chico'],"[(39.7578, -121.8161)]",
170,-121.0418099621161,39.0296430079993,1.0,145687.0,52.7121,52.7121,Roseville,"(38.7703, -121.3196)",[52.7121],[145687],['Roseville'],"[(38.7703, -121.3196)]",
171,-119.31600540005414,37.21111036725233,1.0,118488.0,87.3558,87.3558,Clovis,"(36.8278, -119.683)",[87.3558],[118488],['Clovis'],"[(36.8278, -119.683)]",
172,-122.18515548448217,37.347989168168766,2.0,166314.0,15.783700000000001,27.7638,Mountain View,"(37.4001, -122.0796)","[15.783700000000001, 27.7638]","[82409, 83905]","['Mountain View', 'Redwood City']","[(37.4001, -122.0796), (37.5025, -122.2253)]",
173,-123.13434799361625,40.32021455949714,1.0,121498.0,104.8432,104.8432,Redding,"(40.5698, -122.365)",[104.8432],[121498],['Redding'],"[(40.5698, -122.365)]",
174,-120.286770466214,34.96238720933942,1.0,142230.0,24.6328,24.6328,Santa Maria,"(34.9333, -120.4431)",[24.6328],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
175,-117.2450399255798,32.73321816584314,1.0,3084174.0,20.721400000000003,20.721400000000003,San Diego,"(32.8313, -117.1222)",[20.721400000000003],[3084174],['San Diego'],"[(32.8313, -117.1222)]",
176,-120.32991558026556,34.53219669217347,1.0,142230.0,61.412800000000004,61.412800000000004,Santa Maria,"(34.9333, -120.4431)",[61.412800000000004],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
177,-120.6103588216006,41.55212376774508,1.0,121498.0,239.78220000000002,239.78220000000002,Redding,"(40.5698, -122.365)",[239.78220000000002],[121498],['Redding'],"[(40.5698, -122.365)]",
178,-116.08012184618796,35.68588944275488,1.0,361831.0,438.8009,438.8009,Indio,"(33.7346, -116.2346)",[438.8009],[361831],['Indio'],"[(33.7346, -116.2346)]",
179,-116.0585492891622,35.47079418417191,1.0,361831.0,418.1625,418.1625,Indio,"(33.7346, -116.2346)",[418.1625],[361831],['Indio'],"[(33.7346, -116.2346)]",
180,-122.3145908266368,39.67492878374821,1.0,112132.0,55.0279,55.0279,Chico,"(39.7578, -121.8161)",[55.0279],[112132],['Chico'],"[(39.7578, -121.8161)]",
181,-122.72446941012652,37.91505848625116,1.0,115677.0,59.851800000000004,59.851800000000004,Richmond,"(37.9477, -122.3389)",[59.851800000000004],[115677],['Richmond'],"[(37.9477, -122.3389)]",
182,-117.07245946937358,34.84506252283962,1.0,389060.0,48.5051,48.5051,Victorville,"(34.5277, -117.3536)",[48.5051],[389060],['Victorville'],"[(34.5277, -117.3536)]",
183,-119.31600540005414,38.18881608808403,1.0,118488.0,309.1179,309.1179,Clovis,"(36.8278, -119.683)",[309.1179],[118488],['Clovis'],"[(36.8278, -119.683)]",
184,-117.33133015368288,34.64952137867328,1.0,389060.0,20.1191,20.1191,Victorville,"(34.5277, -117.3536)",[20.1191],[389060],['Victorville'],"[(34.5277, -117.3536)]",
185,-118.86298170251288,35.76410590042141,1.0,590845.0,72.5981,72.5981,Bakersfield,"(35.3529, -119.0359)",[72.5981],[590845],['Bakersfield'],"[(35.3529, -119.0359)]",
186,-115.3682274643374,35.31436126883883,1.0,361831.0,418.7872,418.7872,Indio,"(33.7346, -116.2346)",[418.7872],[361831],['Indio'],"[(33.7346, -116.2346)]",
187,-116.4684278726519,33.80869445875801,1.0,361831.0,25.6383,25.6383,Indio,"(33.7346, -116.2346)",[25.6383],[361831],['Indio'],"[(33.7346, -116.2346)]",
188,-119.79060165462118,36.03786350225429,2.0,815017.0,51.678599999999996,93.91239999999999,Hanford,"(36.3274, -119.6549)","[51.678599999999996, 93.91239999999999]","[95459, 719558]","['Hanford', 'Fresno']","[(36.3274, -119.6549), (36.783, -119.7939)]",
189,-121.7321317869409,36.60493282033668,1.0,116189.0,15.9526,15.9526,Seaside,"(36.6224, -121.8199)",[15.9526],[116189],['Seaside'],"[(36.6224, -121.8199)]",
190,-117.8274989652757,35.06015778142259,1.0,381732.0,79.1429,79.1429,Lancaster,"(34.6935, -118.1753)",[79.1429],[381732],['Lancaster'],"[(34.6935, -118.1753)]",
191,-117.20189481152823,36.3898375617537,1.0,389060.0,251.54579999999999,251.54579999999999,Victorville,"(34.5277, -117.3536)",[251.54579999999999],[389060],['Victorville'],"[(34.5277, -117.3536)]",
192,-123.65208936223485,40.37887690274704,1.0,121498.0,194.4325,194.4325,Redding,"(40.5698, -122.365)",[194.4325],[121498],['Redding'],"[(40.5698, -122.365)]",
193,-115.73496093377555,34.12156028942416,1.0,361831.0,139.31,139.31,Indio,"(33.7346, -116.2346)",[139.31],[361831],['Indio'],"[(33.7346, -116.2346)]",
194,-121.55955133073468,41.92365194166113,1.0,121498.0,236.0983,236.0983,Redding,"(40.5698, -122.365)",[236.0983],[121498],['Redding'],"[(40.5698, -122.365)]",
195,-116.92145157019316,34.00423560292435,1.0,191170.0,40.899,40.899,Hemet,"(33.7341, -116.9969)",[40.899],[191170],['Hemet'],"[(33.7341, -116.9969)]",
196,-121.92628480017288,39.73359112699812,1.0,112132.0,12.920399999999999,12.920399999999999,Chico,"(39.7578, -121.8161)",[12.920399999999999],[112132],['Chico'],"[(39.7578, -121.8161)]",
197,-123.350073563874,40.96550033524606,1.0,121498.0,184.3176,184.3176,Redding,"(40.5698, -122.365)",[184.3176],[121498],['Redding'],"[(40.5698, -122.365)]",
198,-120.67507649267796,37.23066448166897,1.0,157617.0,26.346400000000003,26.346400000000003,Merced,"(37.3057, -120.4779)",[26.346400000000003],[157617],['Merced'],"[(37.3057, -120.4779)]",
199,-119.8553193256985,35.62722709950498,2.0,686304.0,93.7687,101.6671,Bakersfield,"(35.3529, -119.0359)","[93.7687, 101.6671]","[590845, 95459]","['Bakersfield', 'Hanford']","[(35.3529, -119.0359), (36.3274, -119.6549)]",
200,-117.54705572394064,36.56582459150341,1.0,249804.0,438.5741,438.5741,Visalia,"(36.3276, -119.3269)",[438.5741],[249804],['Visalia'],"[(36.3276, -119.3269)]",
201,-121.17124530427076,41.08282502174586,1.0,121498.0,145.3519,145.3519,Redding,"(40.5698, -122.365)",[145.3519],[121498],['Redding'],"[(40.5698, -122.365)]",
202,-115.7133883767498,33.534936856925135,1.0,361831.0,91.74310000000001,91.74310000000001,Indio,"(33.7346, -116.2346)",[91.74310000000001],[361831],['Indio'],"[(33.7346, -116.2346)]",
203,-116.2095571883426,34.23888497592396,1.0,361831.0,106.5377,106.5377,Indio,"(33.7346, -116.2346)",[106.5377],[361831],['Indio'],"[(33.7346, -116.2346)]",
204,-115.43294513541473,33.86735680200792,1.0,361831.0,100.37819999999999,100.37819999999999,Indio,"(33.7346, -116.2346)",[100.37819999999999],[361831],['Indio'],"[(33.7346, -116.2346)]",
205,-122.46559872581724,39.90957815674783,1.0,121498.0,94.78139999999999,94.78139999999999,Redding,"(40.5698, -122.365)",[94.78139999999999],[121498],['Redding'],"[(40.5698, -122.365)]",
206,-120.69664904970372,37.89550437183452,1.0,103359.0,83.0093,83.0093,Turlock,"(37.5053, -120.8588)",[83.0093],[103359],['Turlock'],"[(37.5053, -120.8588)]",
207,-117.67649106609528,36.17474230317073,1.0,249804.0,420.13309999999996,420.13309999999996,Visalia,"(36.3276, -119.3269)",[420.13309999999996],[249804],['Visalia'],"[(36.3276, -119.3269)]",
208,-121.6458415588378,37.73907145650145,2.0,186425.0,13.9621,22.876900000000003,Livermore,"(37.6868, -121.7607)","[13.9621, 22.876900000000003]","[88403, 98022]","['Livermore', 'Tracy']","[(37.6868, -121.7607), (37.7269, -121.4523)]",
209,-115.17407445110544,34.766846065173084,1.0,361831.0,336.8735,336.8735,Indio,"(33.7346, -116.2346)",[336.8735],[361831],['Indio'],"[(33.7346, -116.2346)]",
210,-120.3730606943171,36.683149278003214,2.0,802330.0,61.1397,62.6698,Madera,"(36.963, -120.0778)","[61.1397, 62.6698]","[82772, 719558]","['Madera', 'Fresno']","[(36.963, -120.0778), (36.783, -119.7939)]",
211,-118.17265987768808,35.66633532833824,1.0,381732.0,157.2341,157.2341,Lancaster,"(34.6935, -118.1753)",[157.2341],[381732],['Lancaster'],"[(34.6935, -118.1753)]",
212,-121.55955133073468,36.82002807891965,1.0,199290.0,21.2137,21.2137,Salinas,"(36.6883, -121.6317)",[21.2137],[199290],['Salinas'],"[(36.6883, -121.6317)]",
213,-116.79201622803852,33.437166284841965,1.0,109376.0,36.9197,36.9197,Temecula,"(33.4928, -117.1315)",[36.9197],[109376],['Temecula'],"[(33.4928, -117.1315)]",
214,-117.7412087371726,35.60767298508834,1.0,381732.0,130.9255,130.9255,Lancaster,"(34.6935, -118.1753)",[130.9255],[381732],['Lancaster'],"[(34.6935, -118.1753)]",
215,-119.89846443975006,36.66359516358658,1.0,719558.0,22.4109,22.4109,Fresno,"(36.783, -119.7939)",[22.4109],[719558],['Fresno'],"[(36.783, -119.7939)]",
