,lng,lat,number of cities,total population,min distance,max distance,name of the nearest city,"coordinates of the nearest city (lat,lng)",distance list,population list,cities name,cities locations,total   population
58,-119.79060165462118,36.35072933292044,2.0,815017.0,19.0032,54.7774,Hanford,"(36.3274, -119.6549)","[19.0032, 54.7774]","[95459, 719558]","['Hanford', 'Fresno']","[(36.3274, -119.6549), (36.783, -119.7939)]",
59,-119.1865700578995,36.07697173108756,1.0,249804.0,43.487199999999994,43.487199999999994,Visalia,"(36.3276, -119.3269)",[43.487199999999994],[249804],['Visalia'],"[(36.3276, -119.3269)]",
60,-121.818422015044,39.67492878374821,1.0,112132.0,13.790700000000001,13.790700000000001,Chico,"(39.7578, -121.8161)",[13.790700000000001],[112132],['Chico'],"[(39.7578, -121.8161)]",
61,-121.02023740509031,37.191556252835696,1.0,382994.0,55.738,55.738,Modesto,"(37.6375, -121.0028)",[55.738],[382994],['Modesto'],"[(37.6375, -121.0028)]",
62,-122.55188895392033,39.30340060983217,1.0,314196.0,202.4976,202.4976,Santa Rosa,"(38.4458, -122.7067)",[202.4976],[314196],['Santa Rosa'],"[(38.4458, -122.7067)]",
63,-116.53314554372923,33.69136977225821,1.0,361831.0,41.3053,41.3053,Indio,"(33.7346, -116.2346)",[41.3053],[361831],['Indio'],"[(33.7346, -116.2346)]",
64,-114.91520376679614,34.47353434892357,1.0,361831.0,248.0325,248.0325,Indio,"(33.7346, -116.2346)",[248.0325],[361831],['Indio'],"[(33.7346, -116.2346)]",
65,-114.80734098166728,33.222071026258995,1.0,110434.0,107.999,107.999,El Centro,"(32.7865, -115.5595)",[107.999],[110434],['El Centro'],"[(32.7865, -115.5595)]",
66,-118.30209521984274,34.12156028942416,1.0,107364.0,14.787,14.787,Burbank,"(34.1879, -118.3235)",[14.787],[107364],['Burbank'],"[(34.1879, -118.3235)]",
67,-122.6597517390492,41.20014970824567,1.0,121498.0,137.848,137.848,Redding,"(40.5698, -122.365)",[137.848],[121498],['Redding'],"[(40.5698, -122.365)]",
68,-116.16641207429106,35.68588944275488,1.0,361831.0,489.7348,489.7348,Indio,"(33.7346, -116.2346)",[489.7348],[361831],['Indio'],"[(33.7346, -116.2346)]",
69,-121.17124530427076,35.74455178600478,1.0,199290.0,244.5933,244.5933,Salinas,"(36.6883, -121.6317)",[244.5933],[199290],['Salinas'],"[(36.6883, -121.6317)]",
