,lng,lat,number of cities,total population,min distance,max distance,name of the nearest city,"coordinates of the nearest city (lat,lng)",distance list,population list,cities name,cities locations,total   population
2815,-120.22946155209502,39.7146295615032,6.0,2494952.0,195.1435,228.1057,Yuba City,"(39.1357, -121.6383)","[195.1435, 204.6261, 207.0666, 220.38420000000002, 225.4486, 228.1057]","[129536, 145687, 87521, 95909, 112132, 1924167]","['Yuba City', 'Roseville', 'Citrus Heights', 'Arden-Arcade', 'Chico', 'Sacramento']","[(39.1357, -121.6383), (38.7703, -121.3196), (38.6948, -121.288), (38.6017, -121.3845), (39.7578, -121.8161), (38.5677, -121.4685)]",
2816,-120.22946155209502,39.81319019881532,6.0,2494952.0,198.3843,242.474,Yuba City,"(39.1357, -121.6383)","[198.3843, 209.38039999999998, 218.99429999999998, 221.4349, 234.7525, 242.474]","[129536, 112132, 145687, 87521, 95909, 1924167]","['Yuba City', 'Chico', 'Roseville', 'Citrus Heights', 'Arden-Arcade', 'Sacramento']","[(39.1357, -121.6383), (39.7578, -121.8161), (38.7703, -121.3196), (38.6948, -121.288), (38.6017, -121.3845), (38.5677, -121.4685)]",
2817,-120.22946155209502,39.911750836127446,6.0,2494952.0,225.50379999999998,279.3897,Yuba City,"(39.1357, -121.6383)","[225.50379999999998, 236.4999, 255.91, 258.3505, 271.6681, 279.3897]","[129536, 112132, 145687, 87521, 95909, 1924167]","['Yuba City', 'Chico', 'Roseville', 'Citrus Heights', 'Arden-Arcade', 'Sacramento']","[(39.1357, -121.6383), (39.7578, -121.8161), (38.7703, -121.3196), (38.6948, -121.288), (38.6017, -121.3845), (38.5677, -121.4685)]",
2818,-120.22946155209502,40.01031147343957,6.0,2494952.0,244.0906,297.97720000000004,Chico,"(39.7578, -121.8161)","[244.0906, 274.4975, 276.938, 286.6483, 290.2557, 297.97720000000004]","[112132, 145687, 87521, 129536, 95909, 1924167]","['Chico', 'Roseville', 'Citrus Heights', 'Yuba City', 'Arden-Arcade', 'Sacramento']","[(39.7578, -121.8161), (38.7703, -121.3196), (38.6948, -121.288), (39.1357, -121.6383), (38.6017, -121.3845), (38.5677, -121.4685)]",
2819,-120.22946155209502,40.1088721107517,7.0,2616450.0,214.8766,298.1115,Chico,"(39.7578, -121.8161)","[214.8766, 232.95729999999998, 274.6318, 277.0723, 286.7826, 290.3899, 298.1115]","[112132, 121498, 145687, 87521, 129536, 95909, 1924167]","['Chico', 'Redding', 'Roseville', 'Citrus Heights', 'Yuba City', 'Arden-Arcade', 'Sacramento']","[(39.7578, -121.8161), (40.5698, -122.365), (38.7703, -121.3196), (38.6948, -121.288), (39.1357, -121.6383), (38.6017, -121.3845), (38.5677, -121.4685)]",
2820,-120.22946155209502,40.20743274806382,7.0,2616450.0,227.8354,310.5318,Chico,"(39.7578, -121.8161)","[227.8354, 245.916, 287.0521, 289.4927, 299.203, 302.8103, 310.5318]","[112132, 121498, 145687, 87521, 129536, 95909, 1924167]","['Chico', 'Redding', 'Roseville', 'Citrus Heights', 'Yuba City', 'Arden-Arcade', 'Sacramento']","[(39.7578, -121.8161), (40.5698, -122.365), (38.7703, -121.3196), (38.6948, -121.288), (39.1357, -121.6383), (38.6017, -121.3845), (38.5677, -121.4685)]",
2821,-120.22946155209502,40.30599338537595,7.0,2616450.0,206.9679,319.81940000000003,Chico,"(39.7578, -121.8161)","[206.9679, 225.0485, 277.0745, 296.3397, 298.78020000000004, 312.0978, 319.81940000000003]","[112132, 121498, 129536, 145687, 87521, 95909, 1924167]","['Chico', 'Redding', 'Yuba City', 'Roseville', 'Citrus Heights', 'Arden-Arcade', 'Sacramento']","[(39.7578, -121.8161), (40.5698, -122.365), (39.1357, -121.6383), (38.7703, -121.3196), (38.6948, -121.288), (38.6017, -121.3845), (38.5677, -121.4685)]",
2822,-120.22946155209502,40.40455402268808,7.0,2616450.0,206.4114,362.9006,Chico,"(39.7578, -121.8161)","[206.4114, 224.492, 276.518, 339.4209, 341.8614, 355.179, 362.9006]","[112132, 121498, 129536, 145687, 87521, 95909, 1924167]","['Chico', 'Redding', 'Yuba City', 'Roseville', 'Citrus Heights', 'Arden-Arcade', 'Sacramento']","[(39.7578, -121.8161), (40.5698, -122.365), (39.1357, -121.6383), (38.7703, -121.3196), (38.6948, -121.288), (38.6017, -121.3845), (38.5677, -121.4685)]",
2823,-120.22946155209502,40.5031146600002,7.0,2616450.0,213.5066,369.9958,Chico,"(39.7578, -121.8161)","[213.5066, 231.5873, 283.6132, 346.5161, 348.9566, 362.2742, 369.9958]","[112132, 121498, 129536, 145687, 87521, 95909, 1924167]","['Chico', 'Redding', 'Yuba City', 'Roseville', 'Citrus Heights', 'Arden-Arcade', 'Sacramento']","[(39.7578, -121.8161), (40.5698, -122.365), (39.1357, -121.6383), (38.7703, -121.3196), (38.6948, -121.288), (38.6017, -121.3845), (38.5677, -121.4685)]",
2824,-120.22946155209502,40.601675297312326,7.0,2616450.0,220.9196,377.4087,Chico,"(39.7578, -121.8161)","[220.9196, 239.0002, 291.0262, 353.929, 356.3696, 369.6872, 377.4087]","[112132, 121498, 129536, 145687, 87521, 95909, 1924167]","['Chico', 'Redding', 'Yuba City', 'Roseville', 'Citrus Heights', 'Arden-Arcade', 'Sacramento']","[(39.7578, -121.8161), (40.5698, -122.365), (39.1357, -121.6383), (38.7703, -121.3196), (38.6948, -121.288), (38.6017, -121.3845), (38.5677, -121.4685)]",
