X,Y,sol_id,GID_0,panels,panel.area,landscape.area,water,urban,power
852016.197042609,6020713.50561832,31113,DEU,2,0.000170373011707328,0.000170373011707328,0,0,
707006.607260422,5916708.53530058,31114,DEU,3,0.000156098584845662,0.000156098584845662,0,0,
813696.434532283,6462740.15637097,31115,DEU,3,0.000507166024204576,0.000507166024204576,0,0,
592181.473618257,5618434.71060732,31116,ITA,3,4.99519139145559e-006,4.99519139145559e-006,0,0,
591823.968533467,5611333.15602365,31117,ITA,2,5.03377360131708e-006,5.03377360131708e-006,0,0,
693795.936324534,6553690.82808014,31118,DNK,2,4.80196037665009e-005,4.80196037665009e-005,0,0,
881970.624016675,6587264.43627903,31119,DNK,3,4.8856100209523e-005,4.8856100209523e-005,0,0,
867022.644469974,6574833.62098385,31120,DNK,3,3.704838916054e-005,3.704838916054e-005,0,0,
1041858.08493773,6010907.68561151,31121,CZE,3,0.0093679104899466,0.0093679104899466,0,0,
946425.42253686,5550074.9152867,31122,ITA,8,0.00244319420127384,0.00244319420127384,0,0,
1082910.22997942,5395558.43988153,31123,ITA,3,1.28084359595086e-005,1.28084359595086e-005,0,0,
660637.859289598,6612832.81052164,31124,DNK,2,4.24467511847615e-005,4.24467511847615e-005,0,0,
811359.072472549,6464678.7962187,31125,DEU,4,0.000118886280919891,0.000118886280919891,0,0,
974525.693882697,5617655.41059673,31126,ITA,5,2.09176054825657e-005,2.09176054825657e-005,0,0,
700535.581690201,6033280.04267742,31127,DEU,2,1.92729672004934e-005,1.92729672004934e-005,0,1,
2537643.06776512,5039659.20084421,31128,TUR,14,0.046546125863567,0.046546125863567,0,0,3.0456613455999
590111.845481042,5652794.98506347,31129,CHE,3,0.0217260329595953,0.0217260329595953,0,0,1.60284254970025
735738.781451389,6931091.88068447,31130,NOR,2,0.00012046078426647,0.00012046078426647,0,0,
846313.025179003,6014453.29679869,31131,DEU,3,0.000220460202083923,0.000220460202083923,0,0,
781259.913303155,6214276.75219666,31132,DEU,3,4.58810023216065e-005,4.58810023216065e-005,0,0,
705632.834047695,5809562.73007454,31133,CHE,2,0.0001472784836418,0.0001472784836418,0,1,
669341.661212816,6358368.71303636,31134,DEU,3,0.000147796982916072,0.000147796982916072,0,0,
2547517.1515689,4964888.3257152,31135,TUR,11,0.0514338660437465,0.0514338660437465,0,0,3.31297222160741
786719.262528792,5630613.50564761,31136,ITA,4,0.000280507548304275,0.000280507548304275,0,1,
782220.044025332,5581471.03296639,31137,ITA,2,4.72470836748689e-005,4.72470836748689e-005,0,0,
967960.55310093,5487878.83500119,31138,ITA,4,0.000111670328011736,0.000111670328011736,0,1,
1135149.89281665,5098976.94796669,31139,ITA,3,2.71051638540812e-005,2.71051638540812e-005,0,0,
592606.56477537,6360347.70958662,31140,DEU,2,0.00236130339771695,0.00236130339771695,0,0,
765599.213288042,6720102.15232589,31141,DNK,3,0.012529417043265,0.012529417043265,0,0,1.00806392689328
771027.374087518,6713706.81480988,31142,DNK,3,4.41741677317186e-005,4.41741677317186e-005,0,0,
687891.407275319,6528699.08375251,31143,DEU,3,0.000233964417680399,0.000233964417680399,0,0,
646597.649238274,5945607.48867997,31144,DEU,3,6.9239277786226e-005,6.9239277786226e-005,0,0,
482464.161966559,6146999.06846395,31145,DEU,4,1.68047503535527e-005,1.68047503535527e-005,0,1,
1253292.79669115,5867378.53056148,31146,AUT,3,3.23400703713414e-005,3.23400703713414e-005,0,0,
1485162.3551314,5815253.13403931,31147,HUN,3,0.0110635760297477,0.0110635760297477,0,1,
876250.468438557,6067709.54341675,31148,DEU,5,0.00342665010789223,0.00342665010789223,0,0,
1593767.35320525,6074125.83035362,31149,POL,3,2.332251301012e-005,2.332251301012e-005,0,1,
801282.752514834,6557677.40582674,31150,DNK,2,7.70700353677384e-005,7.70700353677384e-005,0,0,
1186852.55689075,5666075.57791274,31151,SVN,3,0.000172439418836497,0.000172439418836497,0,1,
1180480.41371332,5660715.21486695,31152,SVN,2,5.29582884768024e-005,5.29582884768024e-005,0,1,
1146175.10826328,5707890.33790622,31153,SVN,3,0.00605151066964865,0.00605151066964865,0,1,
635868.112617338,6710267.15939785,31154,DNK,2,3.89926776577486e-005,3.89926776577486e-005,0,0,
632721.993588905,6710211.19355578,31155,DNK,3,3.79519290699391e-005,3.79519290699391e-005,0,0,
637057.006410171,6710511.65851615,31156,DNK,4,3.56599026544354e-005,3.56599026544354e-005,0,0,
767756.685263891,5769705.03887131,31157,CHE,2,3.09433944897992e-005,3.09433944897992e-005,0,1,
1175286.73787746,4714618.16552537,31158,ITA,2,6.1103688408155e-005,6.1103688408155e-005,0,0,
1031837.40709436,5441466.40714572,31159,SMR,3,6.97834623020608e-005,6.97834623020608e-005,0,0,
517659.842258812,6185541.40999445,31160,DEU,5,0.000288159850096796,0.000288159850096796,0,0,
1171184.13891219,5657306.21740993,31161,SVN,2,0.000244086660209112,0.000244086660209112,0,1,
1412429.94158779,5991999.88807743,31162,CZE,5,0.0120783653913215,0.0120783653913215,0,1,
550693.693469074,5997501.72538228,31163,DEU,2,5.74971782663488e-005,5.74971782663488e-005,0,1,
1192604.11271213,5661396.50499764,31164,SVN,5,0.000766591505263001,0.000766591505263001,0,1,
2414150.25869439,4804670.19603216,31165,TUR,15,0.236569660881171,0.236569660881171,0,0,11.9828643861163
2414189.35993467,4803461.04290104,31166,TUR,10,0.0483571022926867,0.0483571022926867,0,0,3.14519625829017
2439674.42989849,4842854.54350087,31167,TUR,13,0.0736421970482469,0.0736421970482469,0,0,4.48277503668732
849264.338461442,6009531.56795502,31168,DEU,5,8.57023424063809e-005,8.57023424063809e-005,0,0,
1841713.3753287,6507434.25576941,31169,LTU,3,0.0012790069993427,0.0012790069993427,0,0,
847634.091353119,6023294.97946814,31170,DEU,4,7.9333498733351e-005,7.9333498733351e-005,0,0,
1163302.74711454,5927606.4849669,31171,AUT,2,0.000114284432433546,0.000114284432433546,0,0,
869476.532481365,6623387.62747698,31172,DNK,2,3.06035458373371e-005,3.06035458373371e-005,0,0,
1086512.78956662,6176440.93313027,31173,DEU,4,0.00141984260812774,0.00141984260812774,0,1,
1021016.47723205,6481004.35499043,31174,DEU,3,0.00276024886131287,0.00276024886131287,0,0,
1092391.17895375,5920412.63220617,31175,AUT,4,0.0062842440899238,0.0062842440899238,0,0,
739032.156552173,6543568.22953951,31176,DNK,3,0.000196502722414938,0.000196502722414938,0,0,
2401843.34488992,4861581.80550876,31177,TUR,11,0.148506022184841,0.148506022184841,0,0,8.09452816506328
2451319.28060668,4853440.87790256,31178,TUR,11,0.139131282945303,0.139131282945303,0,0,7.6618232845948
2450241.92713288,4858779.29740258,31179,TUR,2,0.0198490655590571,0.0198490655590571,0,0,1.48535503924748
2447364.30254789,4849355.92183868,31180,TUR,8,0.0198496053733714,0.0198496053733714,0,0,1.48538907310602
2446566.21012426,4846941.63053449,31181,TUR,3,0.0153703539091921,0.0153703539091921,0,0,1.19746764550042
2445623.36028731,4847564.25864034,31182,TUR,3,0.0179201153767817,0.0179201153767817,0,0,1.36277211481775
695714.306532167,5514839.88722493,31183,ITA,3,0.000170170792701654,0.000170170792701654,0,0,
704199.196009106,6289853.79479843,31184,DEU,2,0.000116070830614306,0.000116070830614306,0,0,
527182.713550539,6189919.12327465,31185,DEU,3,2.63938834912842e-005,2.63938834912842e-005,0,1,
666031.915528247,6298388.77799346,31186,DEU,4,1.65980714049656e-005,1.65980714049656e-005,0,0,
635541.958211893,6072588.01931963,31187,DEU,4,6.10938598212087e-005,6.10938598212087e-005,0,1,
720376.568264521,5842381.51664339,31188,DEU,2,3.17993901304435e-005,3.17993901304435e-005,0,0,
170397.965675796,5254161.78455587,31189,ESP,2,1.19134643376019e-005,1.19134643376019e-005,0,0,
696267.469244812,6033281.80114925,31190,DEU,4,0.000111123760144226,0.000111123760144226,0,0,
768558.178560253,6748159.14445727,31191,DNK,3,3.52786903526867e-005,3.52786903526867e-005,0,0,
870075.924418967,5589791.88543214,31192,ITA,4,4.74367967038415e-005,4.74367967038415e-005,0,0,
1156074.25309488,4769029.83087206,31193,ITA,3,0.000294856350207701,0.000294856350207701,0,0,
876183.493218657,6260754.43715817,31194,DEU,3,0.01030769647732,0.01030769647732,0,0,0.855202055070096
1200211.75262128,6017526.6838625,31195,CZE,8,0.0421417888939604,0.0421417888939604,0,0,2.80097844882028
2344834.68734946,5582082.84422615,31196,ROU,4,0.174494080379248,0.174494080379248,0,0,9.27253401369965
740307.885845008,5837968.3584102,31197,DEU,2,1.62881864203373e-005,1.62881864203373e-005,0,1,
1860729.4079029,4823452.21896888,31198,GRC,3,0.00372525483219326,0.00372525483219326,0,0,
2062550.63387624,4759185.98588804,31199,GRC,4,0.00537512263370305,0.00537512263370305,0,0,
1843016.85833771,4845629.10718416,31200,GRC,4,0.00292832415530086,0.00292832415530086,0,0,
1011545.51596513,6450919.76386094,31201,DEU,6,0.00458081049361825,0.00458081049361825,0,1,
1825687.71524161,6545450.25099773,31202,LTU,3,0.00142708381368592,0.00142708381368592,0,0,
765367.790978471,4894190.20660616,31203,ITA,2,0.000172491898385808,0.000172491898385808,0,0,
706194.220849452,5923860.97310785,31204,DEU,2,0.000492504171440378,0.000492504171440378,0,1,
671377.353490216,6581733.89194381,31205,DNK,2,6.58191373278387e-005,6.58191373278387e-005,0,0,
1242287.04543792,5955887.14121253,31206,AUT,3,0.000223646579725668,0.000223646579725668,0,0,
658062.263177277,6354540.39460848,31207,DEU,2,2.6543438839959e-005,2.6543438839959e-005,0,1,
