lat,lon,State,panel.area,power,panels,landscape.area,water,urban,Address,demand_10km_MWh,demand_20km_MWh,demand_50km_MWh,land_cover,min distance to city (in miles),slope,elevation
35.0205191501167,-118.278432197357,CA,0.615901621746063,26.8330221061174,135.0,0.615901621746063,0.0,0.0,"13750 90th St W, Mojave, CA 93501, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,56.7031,1,1011
35.1041076302849,-118.954441065007,CA,0.597245135667801,26.1465663716479,17.0,0.597245135667801,0.0,0.0,"423W+J6 Meridian, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,36.304,0,126
35.2926456391032,-118.847791179434,CA,0.540471880228043,24.0362537653405,3.0,0.540471880228043,0.0,0.0,"75V2+3V Lamont, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,23.6442,1,169
35.3022428029792,-118.849513416264,CA,1.46441469393379,55.6652050944207,13.0,1.46441469393379,0.0,0.0,"8522+V5 Edison, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,22.2142,1,172
35.326891610411,-118.80419190304,CA,0.111030115561604,6.33547478880441,5.0,0.111030115561604,0.0,0.0,"85GW+Q8 Bakersfield, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,21.9765,1,246
35.0072782279946,-118.163989025948,CA,0.18214378662546,9.61385506977516,3.0,0.18214378662546,0.0,0.0,"13012 Meyer Rd, Mojave, CA 93501, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,37.2641,1,811
35.0129079455904,-118.182594403125,CA,0.36833899911952,17.4006981879807,4.0,0.36833899911952,0.0,0.0,"2R78+5X Mojave, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,40.3763,1,840
35.0194035921777,-118.176162929228,CA,1.71549664932585,63.6042756135474,5.0,1.71549664932585,0.0,0.0,"2R9F+QG Mojave, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,42.165,1,829
34.6941319843953,-118.234420877215,CA,0.0681970027186871,,9.0,0.0681970027186871,0.0,1.0,"MQV8+M6 Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,7.08,0,716
34.7006212717557,-118.228402379879,CA,0.04613988357687,,3.0,0.04613988357687,0.0,1.0,"PQ2C+6J Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,6.5782,0,715
34.7655144144802,-118.309974505025,CA,0.305024059608459,14.8440788302922,4.0,0.305024059608459,0.0,0.0,"QM8R+62 Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,22.9799,0,751
34.7397409761491,-118.303202970441,CA,1.07645358960205,42.9502706273678,5.0,1.07645358960205,0.0,0.0,"PMQW+VP Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,16.771900000000002,1,745
34.7251650091372,-118.306231638236,CA,2.35180631082535,82.9699198236829,11.0,2.35180631082535,0.0,0.0,"PMGV+3G Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,15.67,0,751
34.7273672544641,-118.318569243758,CA,0.0941543801703453,5.51384925932484,4.0,0.0941543801703453,0.0,0.0,"PMGJ+WH Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,19.4558,0,757
34.6730549456657,-118.321112189083,CA,0.133342630350191,7.39235595649746,6.0,0.133342630350191,0.0,0.0,"MMFH+6H Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,15.9217,3,826
34.6580443809694,-118.309871593754,CA,0.235818245844312,11.9507893071197,12.0,0.235818245844312,0.0,0.0,"MM5R+63 Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,16.5237,5,868
34.6572037053288,-118.273899679959,CA,0.278324348194599,13.7415453360165,9.0,0.278324348194599,0.0,0.0,"MP4G+VC Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,13.219,3,785
34.6541987761809,-118.28338030725,CA,0.916494705119967,37.5062216988415,16.0,0.916494705119967,0.0,0.0,"MP38+MJ Lancaster, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,15.7151,3,815
34.904225327207,-117.106231378949,CA,0.448031102230459,20.5225521005704,7.0,0.448031102230459,0.0,0.0,"25499 Community Blvd, Barstow, CA 92311, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,57.835800000000006,0,663
34.5493312135305,-117.466955334735,CA,0.0587405326683521,3.70528300643385,4.0,0.0587405326683521,0.0,0.0,"GGXM+P6 Adelanto, CA, USA",4974154.736842105,4974154.736842105,4974154.736842105,1.0,14.5345,1,917
34.4963762580198,-117.144201563986,CA,0.0656466119229794,4.06905265127083,3.0,0.0656466119229794,0.0,0.0,"23755 Powhatan Rd, Apple Valley, CA 92307, USA",4974154.736842105,4974154.736842105,5470330.736842105,1.0,23.9459,0,896
34.5112858986988,-117.387359863489,CA,0.114078647154808,6.4817182454441,5.0,0.114078647154808,0.0,0.0,"GJ67+G3 Victorville, CA, USA",4974154.736842105,4974154.736842105,5327897.736842105,1.0,4.4628000000000005,1,939
40.20743274806382,-124.36136888868832,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,328.1779,0,0
40.30599338537595,-124.36136888868832,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,324.70590000000004,0,0
40.40455402268808,-124.36136888868832,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,306.3298,34,487
40.5031146600002,-124.36136888868832,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,294.54690000000005,5,97
40.601675297312326,-124.36136888868832,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,279.9519,0,0
41.78440294505782,-124.36136888868832,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,350.9723,0,0
41.882963582369946,-124.36136888868832,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,366.1242,0,0
40.20743274806382,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,318.4741,34,532
40.30599338537595,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,312.7685,15,30
40.40455402268808,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,307.7337,23,517
40.5031146600002,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,286.9725,8,587
40.601675297312326,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,270.877,1,7
40.700235934624445,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,264.1782,0,0
40.79879657193658,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,247.5381,0,0
41.78440294505782,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,350.80740000000003,3,18
41.882963582369946,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,361.2468,0,0
41.98152421968207,-124.25263448509376,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,375.622,0,0
40.1088721107517,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,290.8733,0,0
40.20743274806382,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,296.2325,22,353
40.30599338537595,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,323.03770000000003,20,606
40.40455402268808,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,295.279,14,428
40.5031146600002,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,284.9945,18,106
40.601675297312326,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,271.4314,6,71
40.700235934624445,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,255.5817,1,14
40.79879657193658,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,239.8003,3,6
40.897357209248696,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,231.78,4,15
40.99591784656082,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,237.0918,0,0
41.09447848387295,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,250.6835,3,196
41.19303912118507,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,262.9287,0,0
41.2915997584972,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,274.24190000000004,0,0
41.48872103312145,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,318.5553,0,0
41.58728167043357,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,321.1263,0,0
41.6858423077457,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,334.0609,0,0
41.78440294505782,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,348.46009999999995,1,26
41.882963582369946,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,360.7935,1,6
41.98152421968207,-124.1439000814992,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,383.6588,24,84
40.01031147343957,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,277.3992,0,-1
40.1088721107517,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,278.9309,20,494
40.20743274806382,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,296.8633,17,322
40.30599338537595,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,302.7938,21,327
40.40455402268808,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,306.1111,5,745
40.5031146600002,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,223.68,10,132
40.601675297312326,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,281.1084,10,556
40.700235934624445,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,251.4739,18,275
40.79879657193658,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,244.2403,8,378
40.897357209248696,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,223.9122,10,76
40.99591784656082,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,235.7097,16,126
41.09447848387295,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,313.4594,18,256
41.19303912118507,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,293.6228,21,395
41.2915997584972,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,280.7782,23,85
41.390160395809325,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,291.2137,17,185
41.48872103312145,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,312.99920000000003,19,272
41.58728167043357,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,319.6493,31,47
41.6858423077457,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,352.4435,12,586
41.78440294505782,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,366.5263,17,463
41.882963582369946,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,373.8532,26,462
41.98152421968207,-124.03516567790464,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,388.1314,13,554
39.81319019881532,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,243.5035,0,0
39.911750836127446,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,293.6208,27,269
40.01031147343957,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,273.8385,20,363
40.1088721107517,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,258.4834,18,259
40.20743274806382,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,274.27340000000004,23,580
40.30599338537595,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,278.9245,16,319
40.40455402268808,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,294.60040000000004,6,72
40.5031146600002,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,226.6199,21,296
40.601675297312326,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,293.7856,14,442
40.700235934624445,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,261.086,32,580
40.79879657193658,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,231.618,18,336
40.897357209248696,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,209.3429,19,169
40.99591784656082,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,211.2894,12,728
41.09447848387295,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,323.474,18,366
41.19303912118507,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,242.8747,14,601
41.2915997584972,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,305.4318,11,486
41.390160395809325,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,312.7427,6,20
41.48872103312145,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,328.8883,31,689
41.58728167043357,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,335.316,27,858
41.6858423077457,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,383.7843,34,225
41.78440294505782,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,394.2969000000001,18,656
41.882963582369946,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,395.2637,20,454
41.98152421968207,-123.92643127431008,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,405.4111,28,622
39.22182637494257,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,148.1078,0,0
39.3203870122547,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,161.52579999999998,0,0
39.418947649566825,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,173.9469,0,0
39.51750828687895,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,182.4773,0,0
39.61606892419108,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,196.7652,0,0
39.7146295615032,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,236.251,1,-1
39.81319019881532,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,223.2196,32,340
39.911750836127446,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,227.3312,24,451
40.01031147343957,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,249.8856,26,576
40.1088721107517,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,246.0404,13,217
40.20743274806382,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,261.5895,23,246
40.30599338537595,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,277.6905,13,327
40.40455402268808,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,208.2431,11,630
40.5031146600002,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,203.3709,16,715
40.601675297312326,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,234.1428,15,546
40.700235934624445,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,254.7429,18,835
40.79879657193658,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,202.4856,13,881
40.897357209248696,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,213.5621,24,517
40.99591784656082,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,211.2087,1,959
41.09447848387295,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,218.0044,26,833
41.19303912118507,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,218.3747,21,832
41.2915997584972,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,220.92,32,392
41.390160395809325,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,243.1086,20,954
41.48872103312145,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,276.12690000000003,24,590
41.58728167043357,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,406.8142,22,1463
41.6858423077457,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,398.4892,30,728
41.78440294505782,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,391.1417,12,920
41.882963582369946,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,370.4254,6,294
41.98152421968207,-123.81769687071552,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,362.2891,10,972
38.82758382569408,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,127.0444,0,0
38.9261444630062,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,140.4838,1,59
39.02470510031832,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,145.65220000000002,0,0
39.12326573763045,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,139.6862,21,47
39.22182637494257,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,154.094,27,100
39.3203870122547,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,173.3764,15,76
39.418947649566825,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,181.9497,17,218
39.51750828687895,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,192.719,24,115
39.61606892419108,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,203.5891,33,356
39.7146295615032,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,204.982,17,580
39.81319019881532,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,216.5764,26,665
39.911750836127446,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,211.9998,13,648
40.01031147343957,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,245.3141,8,253
40.1088721107517,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,254.3345,17,849
40.20743274806382,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,249.9846,19,802
40.30599338537595,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,231.1521,33,205
40.40455402268808,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,217.0299,14,964
40.5031146600002,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,194.6249,30,555
40.601675297312326,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,230.336,13,842
40.700235934624445,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,197.7442,16,1482
40.79879657193658,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,198.128,20,1048
40.897357209248696,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,177.199,47,714
40.99591784656082,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,191.2627,36,982
41.09447848387295,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,189.1167,3,79
41.19303912118507,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,202.4641,22,271
41.2915997584972,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,226.8201,6,735
41.390160395809325,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,249.9831,25,915
41.48872103312145,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,266.2961,19,738
41.58728167043357,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,272.6328,15,1576
41.6858423077457,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,398.0139,18,1492
41.78440294505782,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,388.6646,25,1318
41.882963582369946,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,371.8919,31,1353
41.98152421968207,-123.70896246712095,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,356.61940000000004,27,604
38.82758382569408,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,122.0951,9,106
38.9261444630062,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,142.8291,28,154
39.02470510031832,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,154.8614,18,494
39.12326573763045,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,126.5824,7,468
39.22182637494257,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,132.37179999999998,6,157
39.3203870122547,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,168.105,25,175
39.418947649566825,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,168.9891,25,275
39.51750828687895,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,204.2936,22,239
39.61606892419108,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,189.7689,13,690
39.7146295615032,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,199.7902,35,775
39.81319019881532,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,191.7127,30,669
39.911750836127446,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,201.6239,20,979
40.01031147343957,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,219.0688,33,465
40.1088721107517,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,253.8972,8,523
40.20743274806382,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,238.6964,11,236
40.30599338537595,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,235.4628,17,1083
40.40455402268808,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,187.7614,29,890
40.5031146600002,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,171.0266,18,890
40.601675297312326,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,187.4056,19,996
40.700235934624445,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,197.8144,15,680
40.79879657193658,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,176.2512,15,867
40.897357209248696,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,161.9184,33,310
40.99591784656082,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,177.4388,17,464
41.09447848387295,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,198.1683,22,857
41.19303912118507,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,210.3873,32,716
41.2915997584972,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,225.4842,18,694
41.390160395809325,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,242.6637,29,717
41.48872103312145,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,261.3735,27,958
41.58728167043357,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,284.704,33,662
41.6858423077457,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,306.3726,32,1345
41.78440294505782,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,307.8748,32,1562
41.882963582369946,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,378.1248,22,1565
41.98152421968207,-123.6002280635264,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,362.3288,26,839
38.72902318838195,-123.49149365993183,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,109.4425,0,1
38.82758382569408,-123.49149365993183,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,0.0,123.6511,33,204
38.9261444630062,-123.49149365993183,CA,,,,,,,,4974154.736842105,4974154.736842105,4974154.736842105,1.0,120.7603,21,168
