lat,lon,elevation
37.976251250156785,-121.98945815257201,53
35.53385201639817,-120.72998314641501,260
37.982212724344585,-122.03548282388,19
35.44341077714368,-120.633259828633,295
35.28380836775754,-120.752354757391,93
35.6414458191316,-120.772000318596,578
35.646198676458894,-120.80247874204,573
35.48138335452327,-120.69656746512399,284
37.34269728494683,-121.850090979763,31
37.30582701793416,-121.80552233808,48
37.36272756929114,-121.87304929061798,26
39.09826500134941,-123.484906530459,73
35.71660819130349,-120.860369837283,330
38.79275122297453,-121.207106459776,104
35.32117746198268,-120.670656598911,276
35.746476410592514,-120.66994308273702,235
35.207746744605075,-120.72424928278302,243
38.29461756190259,-122.336018781078,97
35.134454408328175,-120.594393515557,33
35.28234120718671,-120.652059753015,75
35.6245703171503,-121.08743903686,239
35.1829634419013,-120.545276063359,123
35.12650668803987,-120.571560710876,62
35.15052754890599,-120.574883923582,108
35.158826785771296,-120.559124622584,100
35.13736445948317,-120.58023022967801,105
35.165037309668044,-120.51655113579,179
37.681462362568816,-122.48316227847,137
37.69077922113127,-122.456854357618,66
37.36043889795872,-122.06608592230198,57
38.80445360665438,-121.71912784018099,10
38.55934193462934,-121.70905890951299,11
38.49598533752887,-121.729903120936,13
38.5327394534311,-121.89367802198302,32
38.1249938023612,-122.26454852183302,4
38.56060741968759,-121.576984769685,6
38.88297783726821,-121.82100562914898,10
38.65652382372661,-121.739341461614,11
35.50976160658989,-120.69774446547,263
35.53002056400851,-120.538712462318,338
35.556682684498355,-120.726676251777,268
35.6611577632072,-120.753097781875,487
35.6634359547243,-120.971736183136,412
35.67340874998721,-120.87267584999302,480
35.608606108770275,-120.72550005681401,318
38.875219218018415,-121.10966981471202,332
37.36776666203971,-121.85496310766898,33
38.67733946581038,-122.80294482394198,86
38.97765162640308,-122.62440259908502,428
35.44425157357129,-120.727079929703,485
39.136383128685026,-123.16470946409,190
38.74346147312222,-121.08050437150098,181
38.55221189431328,-121.70300528860301,10
38.552339994534954,-121.67637493723001,8
35.655282233113304,-120.820911042629,531
35.20951005543012,-120.404169690003,263
35.43031056838569,-120.750122730456,296
35.58173463638451,-120.588545638748,363
35.494671571632836,-120.72357491348698,377
35.64259460390593,-120.70286241413999,268
37.34329574921646,-121.941827987959,25
37.34559544362269,-121.980988964882,29
37.366614157645586,-121.985491804019,17
38.88845190215441,-121.106815482038,268
35.34953446090317,-120.5394252439,345
35.619350047640104,-120.56749293331501,351
35.75663400885681,-120.95098042215102,262
37.26508696017019,-121.932597224854,67
35.53868746101853,-120.32998737917201,384
37.40556445717948,-121.946069457465,4
37.38105766115881,-121.921890440105,10
37.30486641851803,-121.84970401605601,38
38.54263068925542,-121.771693445076,17
37.3666008988883,-121.83149046409801,48
37.246911557393204,-121.87891516441898,62
37.635065804190404,-120.96509934785,30
37.32997770057122,-121.92383820147,31
37.41147849748773,-122.074198756635,9
38.51461454014169,-121.400595100327,12
38.585259626856946,-121.46641756353502,16
37.32388394638793,-121.78103150495602,83
37.38452546131988,-121.967650964219,9
38.001550306831405,-122.073737490248,14
37.96517160697798,-122.070641660666,14
37.99627042074322,-121.832586241335,24
37.27098430664013,-121.805502172596,57
38.01201014914071,-121.268482162861,9
37.87633775992253,-122.270967293498,66
37.39225460968762,-121.839118987914,66
37.37680945070202,-122.213463710063,170
37.347579198605,-121.807558128785,48
37.76176075036919,-122.41552185241402,7
36.706274618901304,-121.646893254063,27
37.26333184027916,-122.012773738176,120
36.69976411209963,-121.65880893520502,22
36.592917402240516,-120.401662727747,65
38.00435935035632,-122.13590217814499,56
38.01644766622941,-122.131978459889,8
38.05145374164378,-122.152130470693,13
37.9580409967588,-121.986328506826,98
37.461549790617,-122.43184993709902,22
38.32552381763318,-121.982639527583,50
38.30095600380575,-121.965169938176,31
38.30287241834735,-122.553366447864,428
38.38862276143548,-121.96282757502398,41
38.67643996986744,-121.142950021157,108
37.27367069692026,-121.92398191598501,58
39.760683587504474,-121.81888702907702,73
37.28815942883726,-121.984044937458,73
37.26081704758988,-121.881535425821,54
37.38986594252849,-121.851162192328,55
37.37968997671788,-121.873109273613,31
38.573142985934176,-121.297780942277,29
37.331900494046586,-121.82813082937498,36
37.165791256955316,-121.64148886304201,123
37.38839169820683,-121.90110552271902,15
37.313327387762875,-121.96991627031,47
37.304144017293126,-121.971917186252,54
37.45258808006701,-121.90277661523501,14
37.28885965976258,-121.898201781975,46
37.25444564540098,-121.898531631077,61
37.29778150540569,-121.76950545993999,106
37.24675959920899,-121.858643672866,56
40.09039107781848,-122.18717259089401,81
37.718524887361376,-122.141191332303,20
38.8556635532551,-121.17591773506902,158
37.93770975058074,-122.525570924609,3
38.57422504919785,-121.55239424917102,6
37.33861719090351,-121.90443427895701,25
39.11133836799846,-120.85158101271001,885
37.67042335146546,-122.12673063832301,10
40.58420522536582,-122.31073356360902,192
37.93509348498161,-122.0259908628,29
36.65071735156597,-121.80157928654602,70
41.10483798478366,-121.16716961865299,1256
36.671501080145774,-121.604614048279,28
37.706152340038415,-121.95514124753198,210
35.621716083892,-121.05150317952902,170
38.28523463252401,-122.30156890566,7
37.78025526870698,-122.445193401623,101
37.79777810118571,-122.39547119516499,0
34.746398400388905,-120.510352708269,164
37.947274233761,-122.007789084791,68
37.88997817407401,-122.05651376894198,48
37.92238469828768,-121.71500553905301,29
37.939595223169086,-122.01850420847101,28
37.96209406399398,-122.023071229177,69
37.99776847904887,-122.30490361683701,72
36.97168448738063,-122.05158670563,77
37.423806347954205,-122.169155771815,32
37.428101085942664,-122.16217750943501,23
38.542350906366494,-121.54064024968602,3
37.8057156390184,-122.449146709387,4
38.555021404584124,-121.537058866205,4
40.1264855365435,-122.214977358001,91
37.32595304304618,-121.80987730829901,42
36.990904082326914,-122.052580379512,176
37.269487832596525,-121.996699023325,88
37.270400089877086,-121.84454606098201,48
40.673367684459265,-122.367820865358,241
40.59851062613351,-122.349230746749,201
38.57158374433823,-121.53847390879199,4
38.516578997357115,-121.476532876912,7
38.547682802824596,-121.793145237005,19
38.32054168880128,-122.302575197219,18
37.876046907908,-122.258661236602,112
37.38467570548911,-122.101128887752,42
37.37128939208537,-122.093996908588,47
37.41239335530039,-121.870075352064,36
40.1800534726396,-122.228039154595,83
40.18558103243048,-122.207777667408,83
39.74561728462838,-122.195980641538,78
39.72938557297161,-121.84911037407302,60
38.10491699595255,-122.55911904165801,35
38.03081315686028,-121.352902904417,3
37.90157769794398,-122.296263515817,20
40.5826360285807,-122.39190091122302,170
40.544024864024095,-122.319382703825,158
37.867455962513276,-122.127725114693,189
36.924467361764925,-121.76500000609799,24
36.94955352364611,-121.79138764429901,47
36.97754174963601,-121.86275333447502,92
36.97623855700585,-121.87563616495201,85
36.985694444119595,-121.90238719675501,56
36.98940859873257,-121.94790893359699,58
36.67885275969463,-121.798880148159,15
36.975699421484016,-122.027904530774,7
37.321301996289385,-121.900446829787,27
37.87083458129056,-122.281513676785,35
37.51972608234189,-121.874109290656,508
36.92472590684298,-121.855305539204,30
37.12558994732429,-122.12356183010401,151
40.57799446108129,-122.42089005030401,247
37.776743444823,-122.45462618319401,92
37.33700712676747,-121.88032653469298,26
38.28974910489651,-122.276848101923,5
38.283614363324276,-122.279641139648,5
37.331131113393795,-121.890672358348,28
38.30496153294279,-122.288391146124,7
40.656245092178175,-122.398231460824,238
37.328546922562595,-121.910907237197,31
37.287977786427625,-121.77220892412,163
37.399667525265905,-121.85727688273799,46
40.547973864713406,-122.40707955164001,216
38.3434429912104,-121.11731228316901,56
37.725871425650304,-121.908078491624,128
38.282440238315615,-121.464638090099,2
38.01992536489123,-122.590205814004,86
35.20520072080735,-118.06940301992898,759
33.91671372595379,-117.89043297418701,108
33.569905500640225,-116.07285438601201,-56
34.210323939858526,-118.924699893809,84
33.8650501622168,-118.36524179596398,32
35.3752735505111,-116.800663838633,1344
35.31446770699481,-117.121995824849,964
35.38784967078679,-117.206043581153,1402
35.4678005410576,-115.26923064102802,932
33.800808541853705,-117.92112934022501,40
34.17993699327578,-118.95187177295901,203
33.71310253053572,-117.14180137421901,445
33.71466356158993,-116.95478205384,673
33.6716195333049,-116.40872991806602,303
32.747995099057306,-117.146736070962,95
33.74575817372589,-116.962109730818,493
33.733571675832074,-116.3904511314,61
33.79551657614607,-116.38499950013,81
33.7516424763186,-116.403989091431,67
34.07495072474751,-118.35894485039302,60
33.74368740188021,-116.353201139463,65
32.72116470210929,-117.151818958868,52
33.77967027698121,-116.357174372534,59
34.18910718709239,-118.94421648642,208
34.18216753694692,-118.922642854334,199
33.918746383015346,-116.904952881693,731
34.05060883043564,-118.45503267332198,91
33.513176015078095,-117.17415932454601,312
33.523770171422505,-117.15509169406,323
33.55428709389839,-117.13850445398002,346
33.76566099261381,-117.018475282742,459
33.752741891144424,-116.91588126452801,521
33.73136525916308,-116.377877232067,60
34.68169576943519,-118.17422089001329,721
33.72332109133487,-116.396745843804,67
32.95676788893481,-117.157362915733,109
33.80058024689371,-116.450424941914,107
33.825726140478295,-116.49454483281,122
33.94403955918973,-116.508532006321,288
32.65941666687228,-115.65519910784101,-2
32.66583084634068,-115.582724987667,-2
32.66837580205612,-115.655828449857,-4
32.675709510991965,-115.66284286576199,-5
32.68207762299188,-115.629630005395,-4
32.69066266776983,-115.595430701672,-2
34.10162246630751,-118.239703412513,110
34.02710547300968,-118.272287581298,63
34.17139071735931,-118.371233034516,192
34.246807228622394,-116.069439855791,564
33.98457730331987,-118.25021380711502,50
34.05355798391599,-117.819763409627,216
34.70806941895355,-118.12910664174134,712
33.79580083711829,-118.218712784669,5
34.07519581025573,-118.344359940622,71
34.81265417962649,-119.14544642119178,2690
33.28836143872352,-117.438460312279,37
33.302830744197195,-117.33577094315201,56
33.36308601157295,-117.258925287674,213
33.31276019612339,-117.306552251093,94
32.81578572880309,-115.675195249756,-13
34.12497348702681,-118.65258076593598,501
34.1376957088852,-118.64731850128399,395
34.13236189639487,-118.699498847545,244
34.10776920122211,-117.71944046288802,386
34.225588061407194,-118.22805080148001,531
34.14611354583893,-118.259105204393,160
34.22370921045128,-118.243944786367,460
34.46020119490677,-118.559224436788,375
34.56373649876312,-118.00797484030083,824
34.543646704506415,-118.0664135735609,852
34.00113450847785,-117.52252256105702,226
33.7821309617401,-116.97733929122498,464
34.14435622538647,-117.62968575038701,551
34.12618863678609,-117.58772925772,422
34.1461641876688,-117.556990597331,516
34.133584148496816,-117.594659321953,457
34.184561530120824,-118.89013124661102,203
33.98217658187422,-117.695529532281,186
33.797531872027406,-117.017752780986,458
33.835691562087916,-117.865735715418,65
34.45152772999757,-118.620343620167,318
34.471959900775964,-118.639271459569,461
33.9743141333435,-117.40856997930202,240
34.85910018538941,-118.34490221569297,773
34.852228736442115,-118.35737131783968,780
34.84500670336992,-118.35027170773654,773
34.68898935339739,-118.31019299844377,757
34.71896266454197,-118.28618765993691,739
34.71520058279094,-118.31005083429706,754
36.90451663729296,-119.68049911035,128
33.922991271161884,-116.53016145496198,260
33.911328465440874,-116.52881165198998,235
33.891052719331604,-116.543171272848,196
33.221480271197215,-117.363934082547,82
34.12345490966626,-117.938206443151,152
34.39779601359421,-116.86599617915401,1034
34.059320011424326,-117.15695345955,457
33.76968616622149,-116.904774057989,514
33.8570303915376,-117.841083174708,73
34.32025918942272,-118.430811791829,444
36.89204850326431,-119.72767264327801,119
35.122741094589486,-117.964040910851,723
36.90718164843433,-119.748141518628,110
36.85157064775259,-119.76509981431,110
34.60336066103954,-118.18016087547231,825
34.49510070756557,-119.787875928044,595
32.793476473490756,-115.77764692774299,-8
33.68186261167598,-117.17233369631302,436
33.74003199690098,-117.030120041176,460
33.78661385884073,-118.11762902108498,5
33.775858741435876,-118.11250950995002,22
33.85154873034473,-117.554243340421,280
33.117620094198095,-117.263131018227,45
33.149473811396334,-117.147628486983,201
33.68768767554415,-117.22046098410502,431
34.685720978851464,-117.34494334680657,763
33.827748665009686,-117.511427503475,243
33.681814970092496,-117.198720374039,437
33.80364559792339,-117.87598479470502,45
33.85082391470303,-118.30885890958201,19
33.848916499615804,-118.295584462195,13
32.79166538211555,-115.860156415468,32
32.74474536948834,-115.708651800074,-10
32.80342466787159,-115.54510963775,-15
35.26474931864647,-117.99849797010101,626
32.96308798401262,-117.020490464986,219
32.90833307990848,-117.11424101467001,161
33.7304991900276,-117.20702982421,441
35.24594967776002,-117.95808000024402,643
34.44182171483571,-119.241630398797,230
34.46851937646598,-119.19304676986,358
34.183114856696655,-118.20946025360202,499
34.438918470032306,-119.27076991489702,242
34.1640663302572,-118.226629919565,289
34.69066216863529,-118.12369030443396,727
34.13438563897882,-118.25453173877499,148
32.95684551292819,-117.190703822717,76
33.69618005463432,-117.214657145998,433
35.616341239454464,-117.635415309693,694
33.153104813116926,-117.29488991063602,24
34.1374726011165,-118.26562679754501,141
32.8301097089726,-117.123693083513,128
33.828480544044695,-118.14562522293,14
33.70758950442192,-117.74022002535699,89
33.70371920248421,-117.781679782474,32
33.50164801022612,-117.62497279313101,110
33.96736488287428,-117.46813941367701,213
33.73285003731827,-117.75022965162,95
33.63888327681728,-117.963392102949,3
34.005346842949805,-117.414785465712,263
33.696169824974625,-117.767190038732,51
33.87773866009222,-117.995765692076,24
34.18735762277141,-118.527792659477,222
35.41876346837673,-119.149550530935,112
33.800432056040194,-117.22541751478602,438
33.6558302359619,-117.772543995345,50
32.79971546305532,-117.15938951718101,112
35.27907638121171,-119.058497759764,109
36.8920936845336,-119.76061318144399,109
36.88968435431211,-119.737049635304,118
36.72946854093136,-119.84551744825902,84
35.69074129615238,-117.680650703039,672
35.69049373263751,-117.670710235327,670
34.86439630136948,-116.82685971116504,593
34.82615942207738,-118.42279447018464,799
34.826417803396005,-118.40779677124054,796
34.8076190924661,-118.40925183901847,790
34.66019760617614,-118.29665638618125,824
34.74546799995043,-117.97256549998959,719
34.69471016933375,-118.06056746561492,731
35.32257211692729,-118.814881184338,229
34.75618475666513,-118.31710319199392,755
34.743291803382725,-118.31545759782183,751
34.9063364366587,-117.09734841544372,661
35.81538940418597,-119.455455039217,63
35.87486486559484,-119.457015612263,64
38.582247873182894,-121.73297885131699,10
37.34272295314059,-121.638548941402,1277
36.17624769080308,-120.38609533192232,234
35.52504329999668,-120.61410409998501,434
35.54173315148621,-120.616955819277,352
35.4798328999908,-120.62732525000601,293
35.77243754999913,-120.887464999999,375
35.60567002468169,-120.61269846763999,273
39.09249859999976,-120.86009955000301,875
35.065951638221705,-120.49768280847998,113
35.07596661579571,-120.492247529165,159
35.10601089999413,-120.59784859999,26
35.06086599997195,-120.470979649854,137
35.052436226230874,-120.468002026506,136
35.706509599831534,-120.583110066077,281
35.52603284999171,-120.725616949996,317
35.038270110192,-120.49760463593502,103
35.211731244949796,-120.67709782355,222
35.21076839610312,-120.691747179428,111
35.306331349997954,-120.73898064999702,154
35.38348087857788,-120.795925604544,147
35.21756919999819,-120.63009664999701,90
38.272273521135276,-122.279262495807,2
35.595363949994486,-120.83161984999998,369
35.43496943078717,-120.60215733420999,287
35.265390549995985,-120.64378454999398,82
35.732438149999176,-120.659562199997,226
35.435316602168115,-120.62765377084001,331
35.555492490232275,-120.91746728945002,448
35.56068793345571,-120.85108647333502,506
35.62770524999786,-120.851073699993,467
35.64248020144209,-120.564270274872,318
35.63623700083444,-120.67925553183599,243
35.76006674999221,-120.71812964996299,235
35.769359971948624,-120.60453025349301,349
35.72287859999737,-120.648125849998,221
35.74177042329552,-120.67430094516901,239
38.191742709535205,-122.143484373548,15
37.1105853346347,-121.93414593283498,628
38.68774822131124,-121.79631390455701,20
39.701949562004465,-121.769947909611,84
38.13780926104357,-122.20702134303001,67
35.0725673499929,-120.277150899988,286
35.24350839999701,-120.57616809998702,279
37.917120649997294,-122.59373949999498,552
35.13790382605697,-120.446725480791,179
35.36705109097199,-120.02985921700949,620
35.34860049112067,-120.05816380436927,617
35.634120649989185,-120.83482059997202,545
35.48621074999352,-120.566031650032,412
35.467545949996875,-120.514656499991,433
35.57360570056657,-120.56112823445501,341
35.578791692881985,-120.547468333624,303
35.563313383021104,-120.499875084975,373
35.24385912049257,-120.59331000312602,150
35.313127733553905,-120.734062855619,136
35.13401809103921,-120.52488581601801,83
35.03934849999724,-120.53915989999,80
35.11545791773479,-120.595492978232,32
35.69111568436758,-120.645843962904,234
35.595487995569194,-120.59272985373102,274
35.458081626945294,-120.66911296065099,297
35.541427988165886,-120.775158309164,344
35.4842667931485,-120.82692584008902,338
35.532056124859984,-120.69038487433,253
35.524956949997325,-120.69795739999601,252
35.4961083162147,-120.569348411776,503
35.49830826317451,-120.71054708181101,388
35.48629749999812,-120.690208899993,360
38.75518169007607,-122.60059557415602,329
38.8201419305735,-122.550227685323,477
38.75710449999748,-122.626062849995,335
35.789603399997404,-120.919658399993,248
35.23873424999902,-120.599546849998,137
35.23471484998837,-120.582567899945,170
35.14508596020039,-120.638338140181,56
35.1931275759939,-120.56526264450702,96
35.044602074837606,-120.52978476945002,100
35.191557447985566,-120.59158008075802,151
35.520747849997186,-120.793059349993,490
38.520098591798444,-121.740333739734,14
35.1231051999876,-120.508003549929,313
35.12738759615423,-120.52855584142401,262
35.05425209999635,-120.551287399983,100
38.56323551984898,-121.703119590843,10
35.15988694999749,-120.67520019998798,41
35.234509949997275,-120.646933999989,47
38.52883038131669,-121.692674119962,10
38.738855399654824,-122.141282253379,149
35.24584204909833,-120.757791068024,300
38.79794067679839,-122.24829830484,583
38.83946793177627,-122.21829537070501,133
35.5560307793668,-120.695722257188,229
35.3626357999979,-120.526033649995,371
38.68134537860502,-122.08451064411,115
38.68198520998419,-122.065653381427,95
38.50162523728753,-122.03602094978801,118
38.546716504731386,-121.99269385658201,59
38.47922071487213,-122.02960372921402,54
38.52473939548974,-121.94378984877899,38
35.407584049998334,-120.44706614999899,534
38.54905106933698,-121.76056768769601,15
38.572584719975,-121.772691473429,15
38.61144801734298,-121.76929615350902,16
35.67515854999752,-121.059296849999,923
35.558701305317506,-120.74182582247198,295
35.65078774998792,-120.759010649959,471
35.64575824999813,-120.83148969999698,594
35.54371499999391,-120.75435970000702,278
35.71507231534041,-120.37340032874201,485
39.22992560809958,-123.35661927895599,448
35.289676749990306,-120.797520349951,164
35.47081056875821,-120.356150609114,522
35.58436709556798,-120.77833271115,420
39.01285633743041,-122.67881015779,405
40.50180415525971,-122.298351733135,149
39.01498911221854,-122.819062015705,406
39.20800745430457,-123.74796035933798,121
35.242852199994424,-120.620706749994,120
35.57063593354581,-120.756288177472,328
35.535242749996456,-120.74145244997898,254
35.45567524999932,-120.694172749999,374
35.4673140603293,-120.655234304779,298
35.57611434999648,-121.03317814999102,62
35.8167709999984,-121.024350949994,457
35.53268928321863,-120.67898685492601,261
37.95799004988743,-122.34178254987698,20
35.75565052843929,-120.92229119447599,276
35.465573885383094,-120.47495469997402,439
35.78313153642694,-120.21438983411545,614
35.17443167425953,-120.50905590013599,194
35.598530225741705,-120.57885889806002,328
35.20439764999556,-120.62643729998001,154
37.57846414995119,-122.33165219978801,7
37.24777059747166,-121.908708601812,69
38.031343147061335,-122.507340573088,1
38.000496155371806,-122.120256376242,49
38.00201769998402,-122.098982199978,19
40.62957471582913,-122.22403670503901,161
40.87674949996213,-124.078692999899,41
37.088050216298086,-120.15096128342202,85
37.619131624158385,-120.77776686940001,49
37.77773124988204,-122.428488476043,30
38.0162022750068,-121.843596834874,8
36.61355519343641,-120.383673511215,60
36.58159325172479,-120.41597108729,73
36.58142467880923,-120.397985404619,70
36.56835985271058,-120.39951963407499,78
37.26131104994129,-121.90912085010298,59
38.231938810170305,-122.092633061861,8
36.39373880467647,-120.23973140213381,84
37.307410049765565,-121.823197098891,45
37.30385109049603,-121.765272911273,119
37.2611904481449,-121.942871735957,77
37.522782644902804,-121.964289150041,12
38.09535165124307,-122.570384777534,7
38.087092848261705,-122.562492375698,4
38.075257775736894,-122.56915039616399,40
38.89671096343642,-121.127485078585,249
37.72177861835569,-121.92552868832901,108
38.53263869836361,-121.74924440959597,16
38.07706894975649,-122.14463649503699,56
37.75624596452093,-122.199290780698,4
39.17241020064728,-121.41462916624802,68
39.108497049999286,-120.8593148,871
37.84730044824489,-122.27032256984002,31
37.033197726266145,-122.07227187506801,174
35.05038644116643,-120.48919611447799,103
36.862472313033216,-121.42892298395,83
38.39547020329562,-122.819874177781,30
38.78786824995475,-121.21725049992202,93
35.137140054383195,-120.50166900863701,109
35.640602499999304,-121.09530534999799,223
35.6457394499943,-121.078748149974,523
35.63387484999638,-121.096559499987,293
38.219752886782416,-122.12818983866902,5
40.11671078515884,-122.22467393678201,92
38.793633672356904,-121.38272942389001,28
37.674741683085564,-121.752787091931,162
38.44276893275949,-122.716919560715,50
37.317523991788526,-120.52347122668401,48
40.60418566929616,-122.365383414918,213
37.483382852113216,-121.946561875388,3
37.27052706310677,-121.86950788889001,50
38.34292542603182,-121.583727221078,2
38.33554740389661,-121.54980248719599,3
37.39794659994899,-121.880511949972,26
37.7047938414753,-121.089015139155,21
38.45760001879421,-121.559678595345,3
38.55225144039829,-121.547654650142,4
38.55277461016101,-121.52544268830302,5
37.61798783400104,-122.152606644586,5
37.26290166495377,-121.89392298644002,54
37.27923261784321,-121.887289407435,45
37.05710217006753,-121.54407400256702,96
37.2693317999754,-121.883048150002,49
40.620719426107435,-122.395609617244,222
39.94426171048481,-122.30772471213,143
37.07548957059259,-121.966911696745,261
37.426776653092105,-121.870151329726,35
35.58891938748254,-120.911804418985,601
39.04327445564948,-121.095951719666,439
38.00665502563549,-122.573057962341,59
36.66221949402608,-121.683947296365,12
35.37162478834096,-120.059408728857,618
40.632010802813575,-122.31964441443202,190
37.69206439348787,-121.71740398534001,175
37.711885355356145,-121.795003697992,164
38.237835862239066,-121.338078658764,10
38.33871718040439,-121.43123901797502,7
38.34772906085474,-121.41270053362102,9
38.36271489101512,-121.38505601597501,11
38.36480443278732,-121.41265356721,9
38.43622128740555,-121.46617963011198,5
37.833801027875545,-121.94756352984803,218
35.03228200245079,-117.34783399641601,631
33.399550099995786,-117.13659504998698,383
34.78354758232216,-118.41955893169983,808
33.591797610267335,-114.74571404745402,119
36.45814462956029,-116.87088741639049,-58
33.80758851587009,-117.93386605383401,38
34.09572238951321,-118.200413622586,169
34.941472728944646,-118.33725349239525,951
34.93143365317654,-118.33296302650265,918
34.92633360906391,-118.34249954776568,922
34.17808520549129,-118.419093894554,206
33.56512643739958,-114.90392769497332,135
33.566044021898044,-114.9182615305703,134
35.451703149999204,-115.390448799999,824
34.30746086218478,-118.41339767186102,404
33.80690795726562,-116.489517291056,113
33.75572089999362,-116.72916729998498,1768
33.818516822197125,-115.38914101857355,209
34.43924413075556,-118.51619388907001,383
33.52165384147259,-117.182286059328,313
33.670378769752006,-116.159634157783,-26
