,Longitude,Latitude,number of cities,total population,min distance,max distance,name of the nearest city,"coordinates of the nearest city (lat,lng)",distance list,population list,cities name,cities locations,total   population
4251,-122.05572014232752,38.14970785925076,1.0,145163.0,18.1677,18.1677,Fairfield,"(38.2583, -122.0335)",[18.1677],[145163],['Fairfield'],"[(38.2583, -122.0335)]",
4252,-121.08495507616766,37.05467745191926,1.0,114461.0,65.3666,65.3666,Gilroy,"(37.0046, -121.5854)",[65.3666],[114461],['Gilroy'],"[(37.0046, -121.5854)]",
4253,-124.08354050275032,41.45435319566191,1.0,121498.0,299.95820000000003,299.95820000000003,Redding,"(40.5698, -122.365)",[299.95820000000003],[121498],['Redding'],"[(40.5698, -122.365)]",
4254,-117.95693430743034,33.57404508575841,2.0,197954.0,7.4701,10.9137,Costa Mesa,"(33.6667, -117.9135)","[7.4701, 10.9137]","[112148, 85806]","['Costa Mesa', 'Newport Beach']","[(33.6667, -117.9135), (33.6151, -117.8668)]",
4255,-123.63051680520906,38.77543952058305,1.0,314196.0,119.9027,119.9027,Santa Rosa,"(38.4458, -122.7067)",[119.9027],[314196],['Santa Rosa'],"[(38.4458, -122.7067)]",
4256,-118.49624823307472,33.3980580560087,0.0,,,,,,[],[],[],[],0.0
4257,-122.01257502827596,36.70270339241985,1.0,116189.0,14.967,14.967,Seaside,"(36.6224, -121.8199)",[14.967],[116189],['Seaside'],"[(36.6224, -121.8199)]",
4258,-118.45310311902315,33.30028748392553,0.0,,,,,,[],[],[],[],0.0
4259,-121.58112388776048,38.13015374483413,1.0,322796.0,36.6472,36.6472,Antioch,"(37.9787, -121.796)",[36.6472],[322796],['Antioch'],"[(37.9787, -121.796)]",
4260,-121.32225320345118,35.70544355717151,1.0,199290.0,231.6802,231.6802,Salinas,"(36.6883, -121.6317)",[231.6802],[199290],['Salinas'],"[(36.6883, -121.6317)]",
4261,-115.97225906105908,33.4567203992586,1.0,361831.0,43.0591,43.0591,Indio,"(33.7346, -116.2346)",[43.0591],[361831],['Indio'],"[(33.7346, -116.2346)]",
